record_id,molecule_name,external_identifier,canonical_smiles,source_cohort,source_type,source_id,source_url,source_snapshot_id,source_published_at,source_retrieved_at,prior_project_visibility,source_independence_basis,priority_category,evidence_status,ingested_at,standardized_smiles,standardized_inchikey,murcko_scaffold_smiles,generic_murcko_scaffold_smiles,historical_independence_eligible,screening_reasons
GTPDB-457,Cl-IB-MECA,GtoPdb:457,CNC(=O)[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1nc(Cl)nc2NCc1cccc(c1)I,GtoPdb 2026.2 human A2A,independent_curated_database,457,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=457,gtopdb-2026.2-target19-b0de701b8ebea1f4,2026-06-15,2026-09-11T11:32:00+00:00,false,first project access after v1.3 freeze; automated check against full pre-freeze structure pool still required,,unreviewed_action_annotation_withheld,2026-09-11T11:32:00+00:00,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,IPSYPUKKXMNCNQ-PFHKOEEOSA-N,c1ccc(CNc2ncnc3c2ncn3[C@H]2CCCO2)cc1,C1CCC(CCC2CCCC3C(C4CCCC4)CCC23)CC1,False,historical_generic_murcko_scaffold_overlap
GTPDB-2844,adenosine,GtoPdb:2844,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N,GtoPdb 2026.2 human A2A,independent_curated_database,2844,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=2844,gtopdb-2026.2-target19-b0de701b8ebea1f4,2026-06-15,2026-09-11T11:32:00+00:00,false,first project access after v1.3 freeze; automated check against full pre-freeze structure pool still required,,unreviewed_action_annotation_withheld,2026-09-11T11:32:00+00:00,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,OIRDTQYFTABQOQ-KQYNXXCUSA-N,c1ncc2ncn([C@H]3CCCO3)c2n1,C1CCC2C(C1)CCC2C1CCCC1,False,structure_present_in_prefreeze_source_pool;historical_inchikey_overlap;historical_standardized_structure_overlap;historical_generic_murcko_scaffold_overlap
GTPDB-3283,SCH442416,GtoPdb:3283,COc1ccc(cc1)CCCn1ncc2c1nc(N)n1c2nc(n1)c1ccco1,GtoPdb 2026.2 human A2A,independent_curated_database,3283,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=3283,gtopdb-2026.2-target19-b0de701b8ebea1f4,2026-06-15,2026-09-11T11:32:00+00:00,false,first project access after v1.3 freeze; automated check against full pre-freeze structure pool still required,,unreviewed_action_annotation_withheld,2026-09-11T11:32:00+00:00,COc1ccc(CCCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1,AEULVFLPCJOBCE-UHFFFAOYSA-N,c1ccc(CCCn2ncc3c2ncn2nc(-c4ccco4)nc32)cc1,C1CCC(CCCC2CCC3C2CCC2CC(C4CCCC4)CC23)CC1,False,structure_present_in_prefreeze_source_pool;historical_inchikey_overlap;historical_standardized_structure_overlap;historical_generic_murcko_scaffold_overlap
GTPDB-3284,PSB603,GtoPdb:3284,CCCn1c(=O)[nH]c2c(c1=O)[nH]c(n2)c1ccc(cc1)S(=O)(=O)N1CCN(CC1)c1ccc(cc1)Cl,GtoPdb 2026.2 human A2A,independent_curated_database,3284,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=3284,gtopdb-2026.2-target19-b0de701b8ebea1f4,2026-06-15,2026-09-11T11:32:00+00:00,false,first project access after v1.3 freeze; automated check against full pre-freeze structure pool still required,,unreviewed_action_annotation_withheld,2026-09-11T11:32:00+00:00,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(c5ccc(Cl)cc5)CC4)cc3)[nH]c2c1=O,OVHCTHHFOHMNFV-UHFFFAOYSA-N,O=c1[nH]c(=O)c2[nH]c(-c3ccc(S(=O)(=O)N4CCN(c5ccccc5)CC4)cc3)nc2[nH]1,CC1CC(C)C2CC(C3CCC(C(C)(C)C4CCC(C5CCCCC5)CC4)CC3)CC2C1,False,structure_present_in_prefreeze_source_pool
GTPDB-3288,GR79236,GtoPdb:3288,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N[C@H]1CCC[C@@H]1O,GtoPdb 2026.2 human A2A,independent_curated_database,3288,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=3288,gtopdb-2026.2-target19-b0de701b8ebea1f4,2026-06-15,2026-09-11T11:32:00+00:00,false,first project access after v1.3 freeze; automated check against full pre-freeze structure pool still required,,unreviewed_action_annotation_withheld,2026-09-11T11:32:00+00:00,OC[C@H]1O[C@@H](n2cnc3c(N[C@H]4CCC[C@@H]4O)ncnc32)[C@H](O)[C@@H]1O,GYWXTRVEUURNEW-TVDBPQCTSA-N,c1nc(NC2CCCC2)c2ncn([C@H]3CCCO3)c2n1,C1CCC(CC2CCCC3C(C4CCCC4)CCC23)C1,False,structure_present_in_prefreeze_source_pool;historical_generic_murcko_scaffold_overlap
GTPDB-3290,apadenoson,GtoPdb:3290,CCNC(=O)[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1nc(C#CC[C@@H]1CC[C@H](CC1)C(=O)OC)nc2N,GtoPdb 2026.2 human A2A,independent_curated_database,3290,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=3290,gtopdb-2026.2-target19-b0de701b8ebea1f4,2026-06-15,2026-09-11T11:32:00+00:00,false,first project access after v1.3 freeze; automated check against full pre-freeze structure pool still required,,unreviewed_action_annotation_withheld,2026-09-11T11:32:00+00:00,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(C#CC[C@H]4CC[C@H](C(=O)OC)CC4)nc32)[C@H](O)[C@@H]1O,FLEVIENZILQUKB-XTWQNQIISA-N,C(#Cc1ncc2ncn([C@H]3CCCO3)c2n1)CC1CCCCC1,C1CCC(CCCC2CCC3CCC(C4CCCC4)C3C2)CC1,False,historical_generic_murcko_scaffold_overlap
GTPDB-5595,binodenoson,GtoPdb:5595,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1nc(N/N=C/C1CCCCC1)nc2N,GtoPdb 2026.2 human A2A,independent_curated_database,5595,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=5595,gtopdb-2026.2-target19-b0de701b8ebea1f4,2026-06-15,2026-09-11T11:32:00+00:00,false,first project access after v1.3 freeze; automated check against full pre-freeze structure pool still required,,unreviewed_action_annotation_withheld,2026-09-11T11:32:00+00:00,Nc1nc(N/N=C/C2CCCCC2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,XJFMHMFFBSOEPR-DNZQAUTHSA-N,C(=N/Nc1ncc2ncn([C@H]3CCCO3)c2n1)\C1CCCCC1,C1CCC(CCCC2CCC3CCC(C4CCCC4)C3C2)CC1,False,historical_generic_murcko_scaffold_overlap
GTPDB-5596,regadenoson,GtoPdb:5596,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1nc(nc2N)n1ncc(c1)C(=O)NC,GtoPdb 2026.2 human A2A,independent_curated_database,5596,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=5596,gtopdb-2026.2-target19-b0de701b8ebea1f4,2026-06-15,2026-09-11T11:32:00+00:00,false,first project access after v1.3 freeze; automated check against full pre-freeze structure pool still required,,unreviewed_action_annotation_withheld,2026-09-11T11:32:00+00:00,CNC(=O)c1cnn(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,LZPZPHGJDAGEJZ-AKAIJSEGSA-N,c1cnn(-c2ncc3ncn([C@H]4CCCO4)c3n2)c1,C1CCC(C2CCC3CCC(C4CCCC4)C3C2)C1,False,historical_generic_murcko_scaffold_overlap
GTPDB-5599,HEMADO,GtoPdb:5599,CCCCC#Cc1nc(NC)c2c(n1)n(cn2)[C@@H]1O[C@@H]([C@H]([C@H]1O)O)CO,GtoPdb 2026.2 human A2A,independent_curated_database,5599,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=5599,gtopdb-2026.2-target19-b0de701b8ebea1f4,2026-06-15,2026-09-11T11:32:00+00:00,false,first project access after v1.3 freeze; automated check against full pre-freeze structure pool still required,,unreviewed_action_annotation_withheld,2026-09-11T11:32:00+00:00,CCCCC#Cc1nc(NC)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,KOCIMZNSNPOGOP-IWCJZZDYSA-N,c1ncc2ncn([C@H]3CCCO3)c2n1,C1CCC2C(C1)CCC2C1CCCC1,False,historical_generic_murcko_scaffold_overlap
GTPDB-5603,CPFPX,GtoPdb:5603,[18F]CCCn1c2nc([nH]c2c(=O)n(c1=O)CCC)C1CCCC1,GtoPdb 2026.2 human A2A,independent_curated_database,5603,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=5603,gtopdb-2026.2-target19-b0de701b8ebea1f4,2026-06-15,2026-09-11T11:32:00+00:00,false,first project access after v1.3 freeze; automated check against full pre-freeze structure pool still required,,unreviewed_action_annotation_withheld,2026-09-11T11:32:00+00:00,CCCn1c(=O)c2[nH]c(C3CCCC3)nc2n(CCC[18F])c1=O,GGGMDKJPUXTDAW-SJPDSGJFSA-N,O=c1[nH]c(=O)c2[nH]c(C3CCCC3)nc2[nH]1,CC1CC(C)C2CC(C3CCCC3)CC2C1,False,historical_generic_murcko_scaffold_overlap
GTPDB-5605,tonapofylline,GtoPdb:5605,CCCn1c2nc([nH]c2c(=O)n(c1=O)CCC)C12CCC(CC1)(CC2)CCC(=O)O,GtoPdb 2026.2 human A2A,independent_curated_database,5605,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=5605,gtopdb-2026.2-target19-b0de701b8ebea1f4,2026-06-15,2026-09-11T11:32:00+00:00,false,first project access after v1.3 freeze; automated check against full pre-freeze structure pool still required,,unreviewed_action_annotation_withheld,2026-09-11T11:32:00+00:00,CCCn1c(=O)c2[nH]c(C34CCC(CCC(=O)O)(CC3)CC4)nc2n(CCC)c1=O,ZWTVVWUOTJRXKM-UHFFFAOYSA-N,O=c1[nH]c(=O)c2[nH]c(C34CCC(CC3)CC4)nc2[nH]1,CC1CC(C)C2CC(C34CCC(CC3)CC4)CC2C1,False,historical_generic_murcko_scaffold_overlap
GTPDB-5608,istradefylline,GtoPdb:5608,COc1cc(/C=C/c2nc3c(n2C)c(=O)n(c(=O)n3CC)CC)ccc1OC,GtoPdb 2026.2 human A2A,independent_curated_database,5608,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=5608,gtopdb-2026.2-target19-b0de701b8ebea1f4,2026-06-15,2026-09-11T11:32:00+00:00,false,first project access after v1.3 freeze; automated check against full pre-freeze structure pool still required,,unreviewed_action_annotation_withheld,2026-09-11T11:32:00+00:00,CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,IQVRBWUUXZMOPW-PKNBQFBNSA-N,O=c1[nH]c(=O)c2[nH]c(/C=C/c3ccccc3)nc2[nH]1,CC1CC(C)C2CC(CCC3CCCCC3)CC2C1,False,structure_present_in_prefreeze_source_pool
GTPDB-5611,tozadenant,GtoPdb:5611,COc1ccc(c2c1nc(s2)NC(=O)N1CCC(CC1)(C)O)N1CCOCC1,GtoPdb 2026.2 human A2A,independent_curated_database,5611,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=5611,gtopdb-2026.2-target19-b0de701b8ebea1f4,2026-06-15,2026-09-11T11:32:00+00:00,false,first project access after v1.3 freeze; automated check against full pre-freeze structure pool still required,,unreviewed_action_annotation_withheld,2026-09-11T11:32:00+00:00,COc1ccc(N2CCOCC2)c2sc(NC(=O)N3CCC(C)(O)CC3)nc12,XNBRWUQWSKXMPW-UHFFFAOYSA-N,O=C(Nc1nc2cccc(N3CCOCC3)c2s1)N1CCCCC1,CC(CC1CC2CCCC(C3CCCCC3)C2C1)C1CCCCC1,False,structure_present_in_prefreeze_source_pool
GTPDB-5612,vipadenant,GtoPdb:5612,Nc1nc(c2ccco2)c2c(n1)n(nn2)Cc1ccc(c(c1)C)N,GtoPdb 2026.2 human A2A,independent_curated_database,5612,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=5612,gtopdb-2026.2-target19-b0de701b8ebea1f4,2026-06-15,2026-09-11T11:32:00+00:00,false,first project access after v1.3 freeze; automated check against full pre-freeze structure pool still required,,unreviewed_action_annotation_withheld,2026-09-11T11:32:00+00:00,Cc1cc(Cn2nnc3c(-c4ccco4)nc(N)nc32)ccc1N,HQSBCDPYXDGTCL-UHFFFAOYSA-N,c1ccc(Cn2nnc3c(-c4ccco4)ncnc32)cc1,C1CCC(CC2CCC3C(C4CCCC4)CCCC23)CC1,False,structure_present_in_prefreeze_source_pool;historical_inchikey_overlap;historical_standardized_structure_overlap;historical_generic_murcko_scaffold_overlap
GTPDB-5613,ST-1535,GtoPdb:5613,CCCCc1nc(N)c2c(n1)n(C)c(n2)n1nccn1,GtoPdb 2026.2 human A2A,independent_curated_database,5613,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=5613,gtopdb-2026.2-target19-b0de701b8ebea1f4,2026-06-15,2026-09-11T11:32:00+00:00,false,first project access after v1.3 freeze; automated check against full pre-freeze structure pool still required,,unreviewed_action_annotation_withheld,2026-09-11T11:32:00+00:00,CCCCc1nc(N)c2nc(-n3nccn3)n(C)c2n1,CYYQMAWUIRPCNW-UHFFFAOYSA-N,c1ncc2nc(-n3nccn3)[nH]c2n1,C1CCC(C2CC3CCCCC3C2)C1,False,structure_present_in_prefreeze_source_pool;historical_inchikey_overlap;historical_standardized_structure_overlap;historical_generic_murcko_scaffold_overlap
GTPDB-5614,preladenant,GtoPdb:5614,COCCOc1ccc(cc1)N1CCN(CC1)CCn1ncc2c1nc(N)n1c2nc(n1)c1ccco1,GtoPdb 2026.2 human A2A,independent_curated_database,5614,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=5614,gtopdb-2026.2-target19-b0de701b8ebea1f4,2026-06-15,2026-09-11T11:32:00+00:00,false,first project access after v1.3 freeze; automated check against full pre-freeze structure pool still required,,unreviewed_action_annotation_withheld,2026-09-11T11:32:00+00:00,COCCOc1ccc(N2CCN(CCn3ncc4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1,DTYWJKSSUANMHD-UHFFFAOYSA-N,c1ccc(N2CCN(CCn3ncc4c3ncn3nc(-c5ccco5)nc43)CC2)cc1,C1CCC(C2CCC(CCC3CCC4C3CCC3CC(C5CCCC5)CC34)CC2)CC1,False,structure_present_in_prefreeze_source_pool
GTPDB-8420,"UK-432,097",GtoPdb:8420,CCNC(=O)[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1nc(nc2NCC(c1ccccc1)c1ccccc1)C(=O)NCCNC(=O)NC1CCN(CC1)c1ccccn1,GtoPdb 2026.2 human A2A,independent_curated_database,8420,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=8420,gtopdb-2026.2-target19-b0de701b8ebea1f4,2026-06-15,2026-09-11T11:32:00+00:00,false,first project access after v1.3 freeze; automated check against full pre-freeze structure pool still required,,unreviewed_action_annotation_withheld,2026-09-11T11:32:00+00:00,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(C(=O)NCCNC(=O)NC4CCN(c5ccccn5)CC4)nc32)[C@H](O)[C@@H]1O,ZOTHAEBAWXWVID-HXEFRTELSA-N,O=C(NCCNC(=O)c1nc(NCC(c2ccccc2)c2ccccc2)c2ncn([C@H]3CCCO3)c2n1)NC1CCN(c2ccccn2)CC1,CC(CCCCC(C)C1CC(CCC(C2CCCCC2)C2CCCCC2)C2CCC(C3CCCC3)C2C1)CC1CCC(C2CCCCC2)CC1,False,structure_present_in_prefreeze_source_pool
GTPDB-9236,compound 4g [PMID: 22220592],GtoPdb:9236,Nc1nnc(c(n1)c1ccccc1)c1cc(C)nc(c1)C,GtoPdb 2026.2 human A2A,independent_curated_database,9236,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=9236,gtopdb-2026.2-target19-b0de701b8ebea1f4,2026-06-15,2026-09-11T11:32:00+00:00,false,first project access after v1.3 freeze; automated check against full pre-freeze structure pool still required,,unreviewed_action_annotation_withheld,2026-09-11T11:32:00+00:00,Cc1cc(-c2nnc(N)nc2-c2ccccc2)cc(C)n1,SORFNYWLKDSNNF-UHFFFAOYSA-N,c1ccc(-c2ncnnc2-c2ccncc2)cc1,C1CCC(C2CCCCC2C2CCCCC2)CC1,False,historical_generic_murcko_scaffold_overlap
GTPDB-10190,ciforadenant,GtoPdb:10190,Nc1nc(c2ccc(o2)C)c2c(n1)n(nn2)Cc1cccc(n1)CO[C@@H]1COCC1,GtoPdb 2026.2 human A2A,independent_curated_database,10190,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=10190,gtopdb-2026.2-target19-b0de701b8ebea1f4,2026-06-15,2026-09-11T11:32:00+00:00,false,first project access after v1.3 freeze; automated check against full pre-freeze structure pool still required,,unreviewed_action_annotation_withheld,2026-09-11T11:32:00+00:00,Cc1ccc(-c2nc(N)nc3c2nnn3Cc2cccc(CO[C@H]3CCOC3)n2)o1,KURQKNMKCGYWRJ-HNNXBMFYSA-N,c1cc(CO[C@H]2CCOC2)nc(Cn2nnc3c(-c4ccco4)ncnc32)c1,C1CCC(CCC2CCCC(CC3CCC4C(C5CCCC5)CCCC34)C2)C1,False,structure_present_in_prefreeze_source_pool;historical_inchikey_overlap;historical_standardized_structure_overlap;historical_generic_murcko_scaffold_overlap
GTPDB-10193,PBF-509,GtoPdb:10193,Nc1nc(nc(c1Br)n1cccn1)n1cccn1,GtoPdb 2026.2 human A2A,independent_curated_database,10193,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=10193,gtopdb-2026.2-target19-b0de701b8ebea1f4,2026-06-15,2026-09-11T11:32:00+00:00,false,first project access after v1.3 freeze; automated check against full pre-freeze structure pool still required,,unreviewed_action_annotation_withheld,2026-09-11T11:32:00+00:00,Nc1nc(-n2cccn2)nc(-n2cccn2)c1Br,ATFXVNUWQOXRRU-UHFFFAOYSA-N,c1cnn(-c2ccnc(-n3cccn3)n2)c1,C1CCC(C2CCCC(C3CCCC3)C2)C1,False,structure_present_in_prefreeze_source_pool;historical_generic_murcko_scaffold_overlap
GTPDB-10443,compound 10 [PMID: 31306001],GtoPdb:10443,COC(=O)c1cccc(c1)CSc1nc(N)c(c(c1C#N)c1ccco1)C#N,GtoPdb 2026.2 human A2A,independent_curated_database,10443,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=10443,gtopdb-2026.2-target19-b0de701b8ebea1f4,2026-06-15,2026-09-11T11:32:00+00:00,false,first project access after v1.3 freeze; automated check against full pre-freeze structure pool still required,,unreviewed_action_annotation_withheld,2026-09-11T11:32:00+00:00,COC(=O)c1cccc(CSc2nc(N)c(C#N)c(-c3ccco3)c2C#N)c1,IKBOAPCYYHRBSI-UHFFFAOYSA-N,c1ccc(CSc2cc(-c3ccco3)ccn2)cc1,C1CCC(CCC2CCCC(C3CCCC3)C2)CC1,False,structure_present_in_prefreeze_source_pool;historical_generic_murcko_scaffold_overlap
GTPDB-11153,imaradenant,GtoPdb:11153,Nc1nnc(c(n1)c1ccc(cc1)F)c1cc(C)nc(c1)Cl,GtoPdb 2026.2 human A2A,independent_curated_database,11153,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=11153,gtopdb-2026.2-target19-b0de701b8ebea1f4,2026-06-15,2026-09-11T11:32:00+00:00,false,first project access after v1.3 freeze; automated check against full pre-freeze structure pool still required,,unreviewed_action_annotation_withheld,2026-09-11T11:32:00+00:00,Cc1cc(-c2nnc(N)nc2-c2ccc(F)cc2)cc(Cl)n1,NCWQLHHDGDXIJN-UHFFFAOYSA-N,c1ccc(-c2ncnnc2-c2ccncc2)cc1,C1CCC(C2CCCCC2C2CCCCC2)CC1,False,structure_present_in_prefreeze_source_pool;historical_generic_murcko_scaffold_overlap
GTPDB-11154,AB928,GtoPdb:11154,N#Cc1cccc(c1C)c1nc(N)nc(c1)c1nnn(c1)Cc1cccc(n1)C(O)(C)C,GtoPdb 2026.2 human A2A,independent_curated_database,11154,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=11154,gtopdb-2026.2-target19-b0de701b8ebea1f4,2026-06-15,2026-09-11T11:32:00+00:00,false,first project access after v1.3 freeze; automated check against full pre-freeze structure pool still required,,unreviewed_action_annotation_withheld,2026-09-11T11:32:00+00:00,Cc1c(C#N)cccc1-c1cc(-c2cn(Cc3cccc(C(C)(C)O)n3)nn2)nc(N)n1,BUXIAWLTBSXYSW-UHFFFAOYSA-N,c1ccc(-c2cc(-c3cn(Cc4ccccn4)nn3)ncn2)cc1,C1CCC(CC2CCC(C3CCCC(C4CCCCC4)C3)C2)CC1,False,structure_present_in_prefreeze_source_pool;historical_inchikey_overlap;historical_standardized_structure_overlap;historical_generic_murcko_scaffold_overlap
GTPDB-12150,LJ-4517,GtoPdb:12150,O[C@H]1[C@@H](O)[C@H](n2c3nc(C#CCCCC)nc(N)c3nc2c2cccs2)OC1,GtoPdb 2026.2 human A2A,independent_curated_database,12150,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=12150,gtopdb-2026.2-target19-b0de701b8ebea1f4,2026-06-15,2026-09-11T11:32:00+00:00,false,first project access after v1.3 freeze; automated check against full pre-freeze structure pool still required,,unreviewed_action_annotation_withheld,2026-09-11T11:32:00+00:00,CCCCC#Cc1nc(N)c2nc(-c3cccs3)n([C@@H]3OC[C@@H](O)[C@H]3O)c2n1,MUHXGASCCALSAJ-PRIMNGNOSA-N,c1csc(-c2nc3cncnc3n2[C@H]2CCCO2)c1,C1CCC2C(C1)CC(C1CCCC1)C2C1CCCC1,False,structure_present_in_prefreeze_source_pool;historical_inchikey_overlap;historical_standardized_structure_overlap;historical_generic_murcko_scaffold_overlap
