record_id,molecule_name,external_identifier,canonical_smiles,source_cohort,source_type,source_id,source_url,source_snapshot_id,source_published_at,source_retrieved_at,prior_project_visibility,source_independence_basis,priority_category,evidence_status,ingested_at
GTPDB-410,galangin,GtoPdb:410,Oc1cc(O)c2c(c1)oc(c(c2=O)O)c1ccccc1,GtoPdb 2026.2 human A2A,independent_curated_database,410,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=410,gtopdb-2026.2-target19-b0de701b8ebea1f4,2026-06-15,2026-09-11T11:32:00+00:00,false,first project access after v1.3 freeze; automated check against full pre-freeze structure pool still required,,unreviewed_action_annotation_withheld,2026-09-11T11:32:00+00:00
GTPDB-411,morin,GtoPdb:411,Oc1ccc(c(c1)O)c1oc2cc(O)cc(c2c(=O)c1O)O,GtoPdb 2026.2 human A2A,independent_curated_database,411,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=411,gtopdb-2026.2-target19-b0de701b8ebea1f4,2026-06-15,2026-09-11T11:32:00+00:00,false,first project access after v1.3 freeze; automated check against full pre-freeze structure pool still required,,unreviewed_action_annotation_withheld,2026-09-11T11:32:00+00:00
GTPDB-412,sakuranetin,GtoPdb:412,COc1cc2O[C@@H](CC(=O)c2c(c1)O)c1ccc(cc1)O,GtoPdb 2026.2 human A2A,independent_curated_database,412,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=412,gtopdb-2026.2-target19-b0de701b8ebea1f4,2026-06-15,2026-09-11T11:32:00+00:00,false,first project access after v1.3 freeze; automated check against full pre-freeze structure pool still required,,unreviewed_action_annotation_withheld,2026-09-11T11:32:00+00:00
GTPDB-413,theophylline,GtoPdb:413,Cn1c(=O)n(C)c2c(c1=O)[nH]cn2,GtoPdb 2026.2 human A2A,independent_curated_database,413,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=413,gtopdb-2026.2-target19-b0de701b8ebea1f4,2026-06-15,2026-09-11T11:32:00+00:00,false,first project access after v1.3 freeze; automated check against full pre-freeze structure pool still required,,unreviewed_action_annotation_withheld,2026-09-11T11:32:00+00:00
GTPDB-414,(R)-PIA,GtoPdb:414,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N[C@@H](Cc1ccccc1)C,GtoPdb 2026.2 human A2A,independent_curated_database,414,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=414,gtopdb-2026.2-target19-b0de701b8ebea1f4,2026-06-15,2026-09-11T11:32:00+00:00,false,first project access after v1.3 freeze; automated check against full pre-freeze structure pool still required,,unreviewed_action_annotation_withheld,2026-09-11T11:32:00+00:00
GTPDB-415,(S)-PIA,GtoPdb:415,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N[C@H](Cc1ccccc1)C,GtoPdb 2026.2 human A2A,independent_curated_database,415,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=415,gtopdb-2026.2-target19-b0de701b8ebea1f4,2026-06-15,2026-09-11T11:32:00+00:00,false,first project access after v1.3 freeze; automated check against full pre-freeze structure pool still required,,unreviewed_action_annotation_withheld,2026-09-11T11:32:00+00:00
GTPDB-416,AB-MECA,GtoPdb:416,CNC(=O)[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2NCc1ccc(cc1)N,GtoPdb 2026.2 human A2A,independent_curated_database,416,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=416,gtopdb-2026.2-target19-b0de701b8ebea1f4,2026-06-15,2026-09-11T11:32:00+00:00,false,first project access after v1.3 freeze; automated check against full pre-freeze structure pool still required,,unreviewed_action_annotation_withheld,2026-09-11T11:32:00+00:00
GTPDB-417,APNEA,GtoPdb:417,OCC1OC(C(C1O)O)n1cnc2c1ncnc2NCCc1ccc(cc1)N,GtoPdb 2026.2 human A2A,independent_curated_database,417,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=417,gtopdb-2026.2-target19-b0de701b8ebea1f4,2026-06-15,2026-09-11T11:32:00+00:00,false,first project access after v1.3 freeze; automated check against full pre-freeze structure pool still required,,unreviewed_action_annotation_withheld,2026-09-11T11:32:00+00:00
GTPDB-418,CGS 24012,GtoPdb:418,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2NCC(c1ccccc1C)c1cc(OC)cc(c1)OC,GtoPdb 2026.2 human A2A,independent_curated_database,418,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=418,gtopdb-2026.2-target19-b0de701b8ebea1f4,2026-06-15,2026-09-11T11:32:00+00:00,false,first project access after v1.3 freeze; automated check against full pre-freeze structure pool still required,,unreviewed_action_annotation_withheld,2026-09-11T11:32:00+00:00
GTPDB-419,CV-1674,GtoPdb:419,OCC1OC(C(C1O)O)n1cnc2c1nc(nc2N)c1ccc(cc1)OC,GtoPdb 2026.2 human A2A,independent_curated_database,419,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=419,gtopdb-2026.2-target19-b0de701b8ebea1f4,2026-06-15,2026-09-11T11:32:00+00:00,false,first project access after v1.3 freeze; automated check against full pre-freeze structure pool still required,,unreviewed_action_annotation_withheld,2026-09-11T11:32:00+00:00
GTPDB-420,CV-1808,GtoPdb:420,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1nc(Nc1ccccc1)nc2N,GtoPdb 2026.2 human A2A,independent_curated_database,420,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=420,gtopdb-2026.2-target19-b0de701b8ebea1f4,2026-06-15,2026-09-11T11:32:00+00:00,false,first project access after v1.3 freeze; automated check against full pre-freeze structure pool still required,,unreviewed_action_annotation_withheld,2026-09-11T11:32:00+00:00
GTPDB-422,piclidenoson,GtoPdb:422,CNC(=O)[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2NCc1cccc(c1)I,GtoPdb 2026.2 human A2A,independent_curated_database,422,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=422,gtopdb-2026.2-target19-b0de701b8ebea1f4,2026-06-15,2026-09-11T11:32:00+00:00,false,first project access after v1.3 freeze; automated check against full pre-freeze structure pool still required,,unreviewed_action_annotation_withheld,2026-09-11T11:32:00+00:00
GTPDB-423,N(6)-cyclohexyladenosine,GtoPdb:423,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2NC1CCCCC1,GtoPdb 2026.2 human A2A,independent_curated_database,423,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=423,gtopdb-2026.2-target19-b0de701b8ebea1f4,2026-06-15,2026-09-11T11:32:00+00:00,false,first project access after v1.3 freeze; automated check against full pre-freeze structure pool still required,,unreviewed_action_annotation_withheld,2026-09-11T11:32:00+00:00
GTPDB-424,[<sup>3</sup>H]CGS 21680,GtoPdb:424,CCNC(=O)[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1nc(NCCc1ccc(cc1)CCC(=O)O)nc2N,GtoPdb 2026.2 human A2A,independent_curated_database,424,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=424,gtopdb-2026.2-target19-b0de701b8ebea1f4,2026-06-15,2026-09-11T11:32:00+00:00,false,first project access after v1.3 freeze; automated check against full pre-freeze structure pool still required,,unreviewed_action_annotation_withheld,2026-09-11T11:32:00+00:00
GTPDB-425,[<sup>3</sup>H]NECA,GtoPdb:425,CCNC(=O)[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N,GtoPdb 2026.2 human A2A,independent_curated_database,425,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=425,gtopdb-2026.2-target19-b0de701b8ebea1f4,2026-06-15,2026-09-11T11:32:00+00:00,false,first project access after v1.3 freeze; automated check against full pre-freeze structure pool still required,,unreviewed_action_annotation_withheld,2026-09-11T11:32:00+00:00
GTPDB-426,metrifudil,GtoPdb:426,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2NCc1ccccc1C,GtoPdb 2026.2 human A2A,independent_curated_database,426,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=426,gtopdb-2026.2-target19-b0de701b8ebea1f4,2026-06-15,2026-09-11T11:32:00+00:00,false,first project access after v1.3 freeze; automated check against full pre-freeze structure pool still required,,unreviewed_action_annotation_withheld,2026-09-11T11:32:00+00:00
GTPDB-427,CPX,GtoPdb:427,CCCn1c(=O)n(CCC)c2c(c1=O)[nH]cn2,GtoPdb 2026.2 human A2A,independent_curated_database,427,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=427,gtopdb-2026.2-target19-b0de701b8ebea1f4,2026-06-15,2026-09-11T11:32:00+00:00,false,first project access after v1.3 freeze; automated check against full pre-freeze structure pool still required,,unreviewed_action_annotation_withheld,2026-09-11T11:32:00+00:00
GTPDB-428,KF 17837S,GtoPdb:428,CCCn1c(=O)n(CCC)c(=O)c2c1nc(n2C)c1ccc(c(c1)OC)OC,GtoPdb 2026.2 human A2A,independent_curated_database,428,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=428,gtopdb-2026.2-target19-b0de701b8ebea1f4,2026-06-15,2026-09-11T11:32:00+00:00,false,first project access after v1.3 freeze; automated check against full pre-freeze structure pool still required,,unreviewed_action_annotation_withheld,2026-09-11T11:32:00+00:00
GTPDB-429,MRS1088,GtoPdb:429,Clc1ccc2c(c1)c(=O)c(c(o2)c1ccccc1)Cl,GtoPdb 2026.2 human A2A,independent_curated_database,429,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=429,gtopdb-2026.2-target19-b0de701b8ebea1f4,2026-06-15,2026-09-11T11:32:00+00:00,false,first project access after v1.3 freeze; automated check against full pre-freeze structure pool still required,,unreviewed_action_annotation_withheld,2026-09-11T11:32:00+00:00
