molecule_id,standardized_inchikey,endpoint_name,functional_mode,aggregated_pactivity,measurement_count,assay_count,primary_document_count,interassay_sd,interassay_mad,minimum_pactivity,maximum_pactivity,high_disagreement_flag,development_partition,external_eligibility,review_status
CHEMBL3416810,GDLSEFIWYFWPFI-YRIIQKNPSA-N,pFunc_agonism,agonist,7.570000,1,1,1,,0.000000,7.570000,7.570000,False,development,False,admitted_exploratory
CHEMBL372148,FTVRDQDWDBZPQP-UHFFFAOYSA-N,pBind_Ki,,5.580000,1,1,1,,0.000000,5.580000,5.580000,False,development,False,admitted_exploratory
CHEMBL3740939,XACFFOLLZVHOCM-QRIDJOKKSA-N,pBind_Ki,,5.430000,1,1,1,,0.000000,5.430000,5.430000,False,development,False,admitted_exploratory
CHEMBL3827859,LKZCACKRMPMZHI-UHFFFAOYSA-N,pBind_Ki,,6.250000,1,1,1,,0.000000,6.250000,6.250000,False,development,False,admitted_exploratory
CHEMBL398272,NPNLXWRCDBORLG-UHFFFAOYSA-N,pBind_Ki,,9.050000,2,2,2,0.000000,0.000000,9.050000,9.050000,False,development,False,admitted_exploratory
CHEMBL398272,NPNLXWRCDBORLG-UHFFFAOYSA-N,pFunc_inhibition,antagonist,6.990000,1,1,1,,0.000000,6.990000,6.990000,False,development,False,admitted_exploratory
CHEMBL4059961,WTSRCKFFAWSKBH-MOROJQBDSA-N,pBind_Ki,,7.240000,1,1,1,,0.000000,7.240000,7.240000,False,locked_holdout,False,admitted_exploratory
CHEMBL4059961,WTSRCKFFAWSKBH-MOROJQBDSA-N,pFunc_agonism,agonist,7.880000,1,1,1,,0.000000,7.880000,7.880000,False,locked_holdout,False,admitted_exploratory
CHEMBL4064795,SHMHGBZUFQHAIL-UHFFFAOYSA-N,pBind_Ki,,8.540000,1,1,1,,0.000000,8.540000,8.540000,False,development,False,admitted_exploratory
CHEMBL4064795,SHMHGBZUFQHAIL-UHFFFAOYSA-N,pBind_Ki,antagonist,8.540000,1,1,1,,0.000000,8.540000,8.540000,False,development,False,admitted_exploratory
CHEMBL4064795,SHMHGBZUFQHAIL-UHFFFAOYSA-N,pFunc_inhibition,antagonist,7.010000,1,1,1,,0.000000,7.010000,7.010000,False,development,False,admitted_exploratory
CHEMBL4076003,VLAOLJRMDZJSLN-PFHKOEEOSA-N,pBind_Ki,,6.470000,1,1,1,,0.000000,6.470000,6.470000,False,development,False,admitted_exploratory
CHEMBL4076003,VLAOLJRMDZJSLN-PFHKOEEOSA-N,pFunc_agonism,agonist,7.260000,1,1,1,,0.000000,7.260000,7.260000,False,development,False,admitted_exploratory
CHEMBL4087306,JHUFDJIJVKFFOF-MEQWQQMJSA-N,pBind_Ki,,6.950000,1,1,1,,0.000000,6.950000,6.950000,False,locked_holdout,False,admitted_exploratory
CHEMBL4087306,JHUFDJIJVKFFOF-MEQWQQMJSA-N,pFunc_agonism,agonist,7.780000,1,1,1,,0.000000,7.780000,7.780000,False,locked_holdout,False,admitted_exploratory
CHEMBL4104819,XLCQNEBOQXQNGA-IYRWRCLLSA-N,pFunc_agonism,agonist,6.410000,1,1,1,,0.000000,6.410000,6.410000,False,development,False,admitted_exploratory
CHEMBL4128848,UYANATZTFXSNEV-UHFFFAOYSA-N,pBind_Ki,,7.000000,1,1,1,,0.000000,7.000000,7.000000,False,development,False,admitted_exploratory
CHEMBL4203542,HZAQUZWWTITTFO-UHFFFAOYSA-N,pBind_Ki,,9.400000,1,1,1,,0.000000,9.400000,9.400000,False,development,False,admitted_exploratory
CHEMBL4204531,WTSGLQVSVKYTNF-UHFFFAOYSA-N,pBind_Ki,,9.300000,1,1,1,,0.000000,9.300000,9.300000,False,development,False,admitted_exploratory
CHEMBL4205884,DSELQYYUAIUYPA-UHFFFAOYSA-N,pBind_Ki,,9.520000,1,1,1,,0.000000,9.520000,9.520000,False,development,False,admitted_exploratory
CHEMBL4207839,ZDTKVDOJSNWXML-UHFFFAOYSA-N,pBind_Ki,,8.700000,1,1,1,,0.000000,8.700000,8.700000,False,development,False,admitted_exploratory
CHEMBL4207914,VJHSRYVQSIZZOS-UHFFFAOYSA-N,pBind_Ki,,9.520000,1,1,1,,0.000000,9.520000,9.520000,False,development,False,admitted_exploratory
CHEMBL4212810,YOXUINAHBUOBMU-UHFFFAOYSA-N,pBind_Ki,,8.920000,1,1,1,,0.000000,8.920000,8.920000,False,development,False,admitted_exploratory
