chembl_id,molecule_name,proposed_class,evidence_strength,functional_activity_rows,unique_assays,unique_documents,representative_assay,representative_document,representative_readout,representative_description,standardized_smiles,standardized_inchikey,generic_scaffold,passes_prospective_property_filters,review_decision,reviewer,review_notes
CHEMBL5412498,CHEMBL5412498,antagonist,initial,1,1,1,CHEMBL5336572,CHEMBL5335785,EC50,Antagonist activity at human A2AR expressed in Flp-In-CHO cells assessed as NECA-mediated cAMP accumulation incubated for 30 to 60 mins followed by NECA addition measured after 30 mins by LANCE cAMP assay (Rvb = 8.38 +/- 0.03 No_unit),CC(=O)NC(CC(=O)Nc1nc(C(C)=O)cs1)c1ccc(C)cc1,JXICZAUTBOBMMU-UHFFFAOYSA-N,CC(CCC1CCCCC1)CC1CCCC1,True,,,
CHEMBL5413438,CHEMBL5413438,antagonist,initial,1,1,1,CHEMBL5336572,CHEMBL5335785,EC50,Antagonist activity at human A2AR expressed in Flp-In-CHO cells assessed as NECA-mediated cAMP accumulation incubated for 30 to 60 mins followed by NECA addition measured after 30 mins by LANCE cAMP assay (Rvb = 8.38 +/- 0.03 No_unit),CC(C)N1CC(C(=O)Nc2nc3ccccc3[nH]2)CC1=O,JOVMYPCBXFKPAS-UHFFFAOYSA-N,CC1CCC(C(C)CC2CC3CCCCC3C2)C1,True,,,
CHEMBL5413760,CHEMBL5413760,antagonist,initial,1,1,1,CHEMBL5336575,CHEMBL5335785,pKb,Antagonist activity at human A2AR expressed in Flp-In-CHO cells assessed as NECA-mediated cAMP accumulation by measuring equilibrium dissociation constant incubated for 30 to 60 mins followed by NECA addition measured after 30 mins by LANCE cAMP assay,O=C(Nc1nc2c(s1)Cc1ccccc1-2)C12CC3CC(CC1C3)C2,XAHHIVKKZGCGTH-UHFFFAOYSA-N,CC(CC1CC2CC3CCCCC3C2C1)C12CC3CC(CC1C3)C2,True,,,
CHEMBL5414803,CHEMBL5414803,antagonist,initial,1,1,1,CHEMBL5336572,CHEMBL5335785,EC50,Antagonist activity at human A2AR expressed in Flp-In-CHO cells assessed as NECA-mediated cAMP accumulation incubated for 30 to 60 mins followed by NECA addition measured after 30 mins by LANCE cAMP assay (Rvb = 8.38 +/- 0.03 No_unit),O=C(Nc1nc(C2CC2)cs1)C1COc2ccccc2C1,RADSFDBMECJNMV-UHFFFAOYSA-N,CC(CC1CCC(C2CC2)C1)C1CCC2CCCCC2C1,True,,,
CHEMBL5414806,CHEMBL5414806,antagonist,initial,1,1,1,CHEMBL5336572,CHEMBL5335785,EC50,Antagonist activity at human A2AR expressed in Flp-In-CHO cells assessed as NECA-mediated cAMP accumulation incubated for 30 to 60 mins followed by NECA addition measured after 30 mins by LANCE cAMP assay (Rvb = 8.38 +/- 0.03 No_unit),O=C(Nc1cnc2n1CCCC2)c1cn2cc(Cl)cnc2n1,NZUULCDQIMFQPI-UHFFFAOYSA-N,CC(CC1CCC2CCCCC21)C1CC2CCCCC2C1,True,,,
CHEMBL5415792,CHEMBL5415792,antagonist,initial,1,1,1,CHEMBL5383593,CHEMBL5380829,IC50,Antagonist activity at human adenosine A2A receptor expressed in HEK293 cells assessed as inhibition of NECA-induced cAMP accumulation pretreated for 30 mins followed by NECA induction by GloSensor assay,Cc1c(C#N)cccc1-c1cc(-c2ccn(Cc3cccc(C(C)(C)F)c3)c(=O)c2)nc(N)n1,ZLCJWBOJCKDMQW-UHFFFAOYSA-N,CC1CC(C2CCCC(C3CCCCC3)C2)CCC1CC1CCCCC1,True,,,
CHEMBL5416372,CHEMBL5416372,antagonist,initial,1,1,1,CHEMBL5383593,CHEMBL5380829,IC50,Antagonist activity at human adenosine A2A receptor expressed in HEK293 cells assessed as inhibition of NECA-induced cAMP accumulation pretreated for 30 mins followed by NECA induction by GloSensor assay,Cc1c(C#N)cccc1-c1nc(N)nc(-c2ccn(Cc3cccc(C(C)(C)O)c3)c(=O)c2)c1-c1ccncc1,FUKZQVWFJLPSJC-UHFFFAOYSA-N,CC1CC(C2CCCC(C3CCCCC3)C2C2CCCCC2)CCC1CC1CCCCC1,True,,,
CHEMBL5416491,CHEMBL5416491,antagonist,initial,1,1,1,CHEMBL5383593,CHEMBL5380829,IC50,Antagonist activity at human adenosine A2A receptor expressed in HEK293 cells assessed as inhibition of NECA-induced cAMP accumulation pretreated for 30 mins followed by NECA induction by GloSensor assay,COC(=O)c1cccc(Cn2ccc(-c3cc(-c4cccc(C#N)c4C)nc(N)n3)cc2=O)c1,JYZMUAZJNBWVJE-UHFFFAOYSA-N,CC1CC(C2CCCC(C3CCCCC3)C2)CCC1CC1CCCCC1,True,,,
CHEMBL5416612,CHEMBL5416612,antagonist,initial,1,1,1,CHEMBL5336575,CHEMBL5335785,pKb,Antagonist activity at human A2AR expressed in Flp-In-CHO cells assessed as NECA-mediated cAMP accumulation by measuring equilibrium dissociation constant incubated for 30 to 60 mins followed by NECA addition measured after 30 mins by LANCE cAMP assay,CC1(C(=O)Nc2nc3c(s2)Cc2ccccc2-3)CC=CC1,ADJXUOOPSGAIGM-UHFFFAOYSA-N,CC(CC1CC2CC3CCCCC3C2C1)C1CCCC1,True,,,
CHEMBL5416911,CHEMBL5416911,antagonist,initial,1,1,1,CHEMBL5383593,CHEMBL5380829,IC50,Antagonist activity at human adenosine A2A receptor expressed in HEK293 cells assessed as inhibition of NECA-induced cAMP accumulation pretreated for 30 mins followed by NECA induction by GloSensor assay,COC(=O)c1ccccc1Cn1ccc(-c2cc(-c3cccc(C#N)c3C)nc(N)n2)cc1=O,CODYENWQFRPCEH-UHFFFAOYSA-N,CC1CC(C2CCCC(C3CCCCC3)C2)CCC1CC1CCCCC1,True,,,
CHEMBL5417695,CHEMBL5417695,antagonist,initial,1,1,1,CHEMBL5336575,CHEMBL5335785,pKb,Antagonist activity at human A2AR expressed in Flp-In-CHO cells assessed as NECA-mediated cAMP accumulation by measuring equilibrium dissociation constant incubated for 30 to 60 mins followed by NECA addition measured after 30 mins by LANCE cAMP assay,CC1(CNc2ncc(-c3ccncc3)c(-c3cccs3)n2)COC1,XRWNRSIGMJONPQ-UHFFFAOYSA-N,C1CCC(C2CCC(CCC3CCC3)CC2C2CCCC2)CC1,True,,,
CHEMBL5417712,CHEMBL5417712,antagonist,initial,1,1,1,CHEMBL5383593,CHEMBL5380829,IC50,Antagonist activity at human adenosine A2A receptor expressed in HEK293 cells assessed as inhibition of NECA-induced cAMP accumulation pretreated for 30 mins followed by NECA induction by GloSensor assay,Cc1ccc(Cn2ccc(-c3cc(-c4cccc(C#N)c4C)nc(N)n3)cc2=O)cc1,SMVBXJNQXCRZLD-UHFFFAOYSA-N,CC1CC(C2CCCC(C3CCCCC3)C2)CCC1CC1CCCCC1,True,,,
CHEMBL5418682,CHEMBL5418682,antagonist,initial,1,1,1,CHEMBL5336572,CHEMBL5335785,EC50,Antagonist activity at human A2AR expressed in Flp-In-CHO cells assessed as NECA-mediated cAMP accumulation incubated for 30 to 60 mins followed by NECA addition measured after 30 mins by LANCE cAMP assay (Rvb = 8.38 +/- 0.03 No_unit),N#CC1(C(=O)Nc2nc3ccc(F)cc3s2)CCCC1,AGLIYKWGUXHPPZ-UHFFFAOYSA-N,CC(CC1CC2CCCCC2C1)C1CCCC1,True,,,
CHEMBL5419943,CHEMBL5419943,antagonist,initial,1,1,1,CHEMBL5336572,CHEMBL5335785,EC50,Antagonist activity at human A2AR expressed in Flp-In-CHO cells assessed as NECA-mediated cAMP accumulation incubated for 30 to 60 mins followed by NECA addition measured after 30 mins by LANCE cAMP assay (Rvb = 8.38 +/- 0.03 No_unit),O=C(CC1CCCC1)N1CCc2c(nc(N3CCCC3)[nH]c2=O)C1,YGUFVEVTLHFLKW-UHFFFAOYSA-N,CC(CC1CCCC1)C1CCC2C(C)CC(C3CCCC3)CC2C1,True,,,
CHEMBL5420526,CHEMBL5420526,antagonist,initial,1,1,1,CHEMBL5336575,CHEMBL5335785,pKb,Antagonist activity at human A2AR expressed in Flp-In-CHO cells assessed as NECA-mediated cAMP accumulation by measuring equilibrium dissociation constant incubated for 30 to 60 mins followed by NECA addition measured after 30 mins by LANCE cAMP assay,CC1(C(=O)Nc2nc3c(s2)Cc2ccccc2-3)CCC(=O)CC1,ALBTZXPZXAXERB-UHFFFAOYSA-N,CC1CCC(C(C)CC2CC3CC4CCCCC4C3C2)CC1,True,,,
CHEMBL5421363,CHEMBL5421363,antagonist,initial,1,1,1,CHEMBL5336575,CHEMBL5335785,pKb,Antagonist activity at human A2AR expressed in Flp-In-CHO cells assessed as NECA-mediated cAMP accumulation by measuring equilibrium dissociation constant incubated for 30 to 60 mins followed by NECA addition measured after 30 mins by LANCE cAMP assay,O=C(Nc1nc2c(s1)Cc1ccccc1-2)C1CCCCC1,QMYYMHKBYRESHL-UHFFFAOYSA-N,CC(CC1CC2CC3CCCCC3C2C1)C1CCCCC1,True,,,
CHEMBL5422278,CHEMBL5422278,antagonist,initial,1,1,1,CHEMBL5336575,CHEMBL5335785,pKb,Antagonist activity at human A2AR expressed in Flp-In-CHO cells assessed as NECA-mediated cAMP accumulation by measuring equilibrium dissociation constant incubated for 30 to 60 mins followed by NECA addition measured after 30 mins by LANCE cAMP assay,COc1cccc(C(=O)Nc2nc3c(s2)Cc2ccccc2-3)c1C,UWIWAGIMYMIYCW-UHFFFAOYSA-N,CC(CC1CC2CC3CCCCC3C2C1)C1CCCCC1,True,,,
CHEMBL5422530,CHEMBL5422530,antagonist,initial,1,1,1,CHEMBL5383593,CHEMBL5380829,IC50,Antagonist activity at human adenosine A2A receptor expressed in HEK293 cells assessed as inhibition of NECA-induced cAMP accumulation pretreated for 30 mins followed by NECA induction by GloSensor assay,Cc1ccccc1Cn1ccc(-c2cc(-c3cccc(C#N)c3C)nc(N)n2)cc1=O,VUGDBUOJDKTRDT-UHFFFAOYSA-N,CC1CC(C2CCCC(C3CCCCC3)C2)CCC1CC1CCCCC1,True,,,
CHEMBL5422621,CHEMBL5422621,antagonist,initial,1,1,1,CHEMBL5383593,CHEMBL5380829,IC50,Antagonist activity at human adenosine A2A receptor expressed in HEK293 cells assessed as inhibition of NECA-induced cAMP accumulation pretreated for 30 mins followed by NECA induction by GloSensor assay,Cc1c(C#N)cccc1-c1cc(-c2ccn(Cc3cccc(S(C)(=O)=O)c3)c(=O)c2)nc(N)n1,DQCMXFKZLJSSBR-UHFFFAOYSA-N,CC1CC(C2CCCC(C3CCCCC3)C2)CCC1CC1CCCCC1,True,,,
CHEMBL5423232,CHEMBL5423232,antagonist,initial,1,1,1,CHEMBL5336575,CHEMBL5335785,pKb,Antagonist activity at human A2AR expressed in Flp-In-CHO cells assessed as NECA-mediated cAMP accumulation by measuring equilibrium dissociation constant incubated for 30 to 60 mins followed by NECA addition measured after 30 mins by LANCE cAMP assay,CC1(C(=O)Nc2nc3c(s2)Cc2ccccc2-3)CCCCC1,GEIAKHUQMHJYCA-UHFFFAOYSA-N,CC(CC1CC2CC3CCCCC3C2C1)C1CCCCC1,True,,,
CHEMBL5423314,CHEMBL5423314,antagonist,initial,1,1,1,CHEMBL5336575,CHEMBL5335785,pKb,Antagonist activity at human A2AR expressed in Flp-In-CHO cells assessed as NECA-mediated cAMP accumulation by measuring equilibrium dissociation constant incubated for 30 to 60 mins followed by NECA addition measured after 30 mins by LANCE cAMP assay,Cc1cccc(C(=O)Nc2nc3c(s2)Cc2ccccc2-3)c1C,UYFFIFDJCYSFME-UHFFFAOYSA-N,CC(CC1CC2CC3CCCCC3C2C1)C1CCCCC1,True,,,
CHEMBL5423524,CHEMBL5423524,antagonist,initial,1,1,1,CHEMBL5336572,CHEMBL5335785,EC50,Antagonist activity at human A2AR expressed in Flp-In-CHO cells assessed as NECA-mediated cAMP accumulation incubated for 30 to 60 mins followed by NECA addition measured after 30 mins by LANCE cAMP assay (Rvb = 8.38 +/- 0.03 No_unit),CC(Sc1nnc(C(C)C)[nH]1)C(=O)c1ccccc1,GNHCQHYRCOCIKY-UHFFFAOYSA-N,CC(CCC1CCCC1)C1CCCCC1,True,,,
CHEMBL5423990,CHEMBL5423990,antagonist,initial,1,1,1,CHEMBL5366393,CHEMBL5365430,Activity,Antagonist activity at human A2AAR expressed in CHO cells assessed as residual cAMP level at 10 uM preincubated for 15 mins followed by NECA addition measured after 15 mins by EIA assay relative to control,CCCCC#Cc1nc(N)c2nc(-c3ccco3)n([C@@H]3OC[C@@H](O)[C@H]3O)c2n1,JFCCLEWBAGSLFT-PRIMNGNOSA-N,C1CCC2C(C1)CC(C1CCCC1)C2C1CCCC1,True,,,
CHEMBL5424569,CHEMBL5424569,antagonist,initial,1,1,1,CHEMBL5336575,CHEMBL5335785,pKb,Antagonist activity at human A2AR expressed in Flp-In-CHO cells assessed as NECA-mediated cAMP accumulation by measuring equilibrium dissociation constant incubated for 30 to 60 mins followed by NECA addition measured after 30 mins by LANCE cAMP assay,CC(C)(C)C(=O)Nc1nc2c(s1)Cc1ccccc1-2,LPJROJQIDYLDCN-UHFFFAOYSA-N,C1CCC2C(C1)CC1CCCC12,True,,,
CHEMBL5426226,CHEMBL5426226,antagonist,initial,1,1,1,CHEMBL5383593,CHEMBL5380829,IC50,Antagonist activity at human adenosine A2A receptor expressed in HEK293 cells assessed as inhibition of NECA-induced cAMP accumulation pretreated for 30 mins followed by NECA induction by GloSensor assay,Cc1c(C#N)cccc1-c1cc(-c2ccn(Cc3cccc(OCC(=O)O)c3)c(=O)c2)nc(N)n1,MIOLZAHDMHQTMX-UHFFFAOYSA-N,CC1CC(C2CCCC(C3CCCCC3)C2)CCC1CC1CCCCC1,True,,,
CHEMBL5426384,CHEMBL5426384,antagonist,initial,1,1,1,CHEMBL5336572,CHEMBL5335785,EC50,Antagonist activity at human A2AR expressed in Flp-In-CHO cells assessed as NECA-mediated cAMP accumulation incubated for 30 to 60 mins followed by NECA addition measured after 30 mins by LANCE cAMP assay (Rvb = 8.38 +/- 0.03 No_unit),COCC(O)CNc1ncc(C)c(-c2ncnn2C)n1,RJGLYLAPQNQHIK-UHFFFAOYSA-N,C1CCC(C2CCCC2)CC1,True,,,
CHEMBL5426663,CHEMBL5426663,antagonist,initial,1,1,1,CHEMBL5336575,CHEMBL5335785,pKb,Antagonist activity at human A2AR expressed in Flp-In-CHO cells assessed as NECA-mediated cAMP accumulation by measuring equilibrium dissociation constant incubated for 30 to 60 mins followed by NECA addition measured after 30 mins by LANCE cAMP assay,CCC1CCC(C(=O)Nc2nc3c(s2)Cc2ccccc2-3)CC1,BUNMBSUJIMFSFS-UHFFFAOYSA-N,CC(CC1CC2CC3CCCCC3C2C1)C1CCCCC1,True,,,
CHEMBL5428285,CHEMBL5428285,antagonist,initial,1,1,1,CHEMBL5336575,CHEMBL5335785,pKb,Antagonist activity at human A2AR expressed in Flp-In-CHO cells assessed as NECA-mediated cAMP accumulation by measuring equilibrium dissociation constant incubated for 30 to 60 mins followed by NECA addition measured after 30 mins by LANCE cAMP assay,CC1(CNc2ncc(-c3ccncc3)c(-c3cccs3)n2)OCCO1,KEXCYEICYVKQJU-UHFFFAOYSA-N,C1CCC(C2CCC(CCC3CCCC3)CC2C2CCCC2)CC1,True,,,
CHEMBL5429151,CHEMBL5429151,antagonist,initial,1,1,1,CHEMBL5383593,CHEMBL5380829,IC50,Antagonist activity at human adenosine A2A receptor expressed in HEK293 cells assessed as inhibition of NECA-induced cAMP accumulation pretreated for 30 mins followed by NECA induction by GloSensor assay,COCc1cccc(Cn2ccc(-c3cc(-c4cccc(C#N)c4C)nc(N)n3)cc2=O)c1,TVTRCQYWLFRDCX-UHFFFAOYSA-N,CC1CC(C2CCCC(C3CCCCC3)C2)CCC1CC1CCCCC1,True,,,
CHEMBL5429720,CHEMBL5429720,antagonist,initial,1,1,1,CHEMBL5383593,CHEMBL5380829,IC50,Antagonist activity at human adenosine A2A receptor expressed in HEK293 cells assessed as inhibition of NECA-induced cAMP accumulation pretreated for 30 mins followed by NECA induction by GloSensor assay,Cc1c(C#N)cccc1-c1nc(N)nc(-c2ccn(Cc3cccc(C(C)(C)O)c3)c(=O)c2)c1C,JYNBRXMFJGITRV-UHFFFAOYSA-N,CC1CC(C2CCCC(C3CCCCC3)C2)CCC1CC1CCCCC1,True,,,
CHEMBL5430803,CHEMBL5430803,antagonist,initial,1,1,1,CHEMBL5336572,CHEMBL5335785,EC50,Antagonist activity at human A2AR expressed in Flp-In-CHO cells assessed as NECA-mediated cAMP accumulation incubated for 30 to 60 mins followed by NECA addition measured after 30 mins by LANCE cAMP assay (Rvb = 8.38 +/- 0.03 No_unit),COc1cccc(C(=O)Nc2cnn(-c3ccccc3)n2)c1,BFBKUAONBCIUMO-UHFFFAOYSA-N,CC(CC1CCC(C2CCCCC2)C1)C1CCCCC1,True,,,
CHEMBL5433808,CHEMBL5433808,antagonist,initial,1,1,1,CHEMBL5383593,CHEMBL5380829,IC50,Antagonist activity at human adenosine A2A receptor expressed in HEK293 cells assessed as inhibition of NECA-induced cAMP accumulation pretreated for 30 mins followed by NECA induction by GloSensor assay,Cc1c(C#N)cccc1-c1cc(-c2ccn(Cc3cccc(C#N)c3)c(=O)c2)nc(N)n1,OJFPOSJSHWTLTL-UHFFFAOYSA-N,CC1CC(C2CCCC(C3CCCCC3)C2)CCC1CC1CCCCC1,True,,,
CHEMBL5435338,CHEMBL5435338,antagonist,initial,1,1,1,CHEMBL5336572,CHEMBL5335785,EC50,Antagonist activity at human A2AR expressed in Flp-In-CHO cells assessed as NECA-mediated cAMP accumulation incubated for 30 to 60 mins followed by NECA addition measured after 30 mins by LANCE cAMP assay (Rvb = 8.38 +/- 0.03 No_unit),c1ccc(CNc2nc(N3CCCCC3)c3nccnc3n2)nc1,DCMNOXVCEYBBDR-UHFFFAOYSA-N,C1CCC(CCC2CC3CCCCC3C(C3CCCCC3)C2)CC1,True,,,
CHEMBL5435577,CHEMBL5435577,antagonist,initial,1,1,1,CHEMBL5336575,CHEMBL5335785,pKb,Antagonist activity at human A2AR expressed in Flp-In-CHO cells assessed as NECA-mediated cAMP accumulation by measuring equilibrium dissociation constant incubated for 30 to 60 mins followed by NECA addition measured after 30 mins by LANCE cAMP assay,CC(C)(CNc1ncc(-c2ccncc2)c(-c2cccs2)n1)C1CCC1,ULZIBIAJBPNVGR-UHFFFAOYSA-N,C1CCC(C2CCC(CCCC3CCC3)CC2C2CCCC2)CC1,True,,,
CHEMBL5435796,CHEMBL5435796,antagonist,initial,1,1,1,CHEMBL5336575,CHEMBL5335785,pKb,Antagonist activity at human A2AR expressed in Flp-In-CHO cells assessed as NECA-mediated cAMP accumulation by measuring equilibrium dissociation constant incubated for 30 to 60 mins followed by NECA addition measured after 30 mins by LANCE cAMP assay,c1csc(-c2nc(NC3CCC4(CC3)OCCO4)ncc2-c2ccncc2)c1,JXZRMVZCAJIQNQ-UHFFFAOYSA-N,C1CCC(C2CCC(CC3CCC4(CCCC4)CC3)CC2C2CCCC2)CC1,True,,,
CHEMBL5436015,CHEMBL5436015,antagonist,initial,1,1,1,CHEMBL5336575,CHEMBL5335785,pKb,Antagonist activity at human A2AR expressed in Flp-In-CHO cells assessed as NECA-mediated cAMP accumulation by measuring equilibrium dissociation constant incubated for 30 to 60 mins followed by NECA addition measured after 30 mins by LANCE cAMP assay,COC1(OC)CC(C)(C(=O)Nc2nc3c(s2)Cc2ccccc2-3)C1,ZKQFOSVNKBHLAE-UHFFFAOYSA-N,CC(CC1CC2CC3CCCCC3C2C1)C1CCC1,True,,,
CHEMBL5436271,CHEMBL5436271,antagonist,initial,1,1,1,CHEMBL5336572,CHEMBL5335785,EC50,Antagonist activity at human A2AR expressed in Flp-In-CHO cells assessed as NECA-mediated cAMP accumulation incubated for 30 to 60 mins followed by NECA addition measured after 30 mins by LANCE cAMP assay (Rvb = 8.38 +/- 0.03 No_unit),Cc1nnsc1C(=O)Nc1nc2c(s1)Cc1ccccc1-2,DXPKAQYNJDJHRO-UHFFFAOYSA-N,CC(CC1CC2CC3CCCCC3C2C1)C1CCCC1,True,,,
CHEMBL5436964,CHEMBL5436964,antagonist,initial,1,1,1,CHEMBL5336572,CHEMBL5335785,EC50,Antagonist activity at human A2AR expressed in Flp-In-CHO cells assessed as NECA-mediated cAMP accumulation incubated for 30 to 60 mins followed by NECA addition measured after 30 mins by LANCE cAMP assay (Rvb = 8.38 +/- 0.03 No_unit),O=C(Nc1nc2ccccc2s1)N(CCO)C1CC1,COTLJEXBOWYMNF-UHFFFAOYSA-N,CC(CC1CC1)CC1CC2CCCCC2C1,True,,,
CHEMBL5437168,CHEMBL5437168,antagonist,initial,1,1,1,CHEMBL5383593,CHEMBL5380829,IC50,Antagonist activity at human adenosine A2A receptor expressed in HEK293 cells assessed as inhibition of NECA-induced cAMP accumulation pretreated for 30 mins followed by NECA induction by GloSensor assay,Cc1c(C#N)cccc1-c1cc(-c2ccn(Cc3cccc(C(C)(C)F)n3)c(=O)c2)nc(N)n1,XUYQDVCGAIZZAM-UHFFFAOYSA-N,CC1CC(C2CCCC(C3CCCCC3)C2)CCC1CC1CCCCC1,True,,,
CHEMBL5438526,CHEMBL5438526,antagonist,initial,1,1,1,CHEMBL5336575,CHEMBL5335785,pKb,Antagonist activity at human A2AR expressed in Flp-In-CHO cells assessed as NECA-mediated cAMP accumulation by measuring equilibrium dissociation constant incubated for 30 to 60 mins followed by NECA addition measured after 30 mins by LANCE cAMP assay,CC1(CNc2ncc(-c3ccncc3)c(-c3cccs3)n2)CCOC1,ICJLXOLQDZZOEN-UHFFFAOYSA-N,C1CCC(C2CCC(CCC3CCCC3)CC2C2CCCC2)CC1,True,,,
CHEMBL5440290,CHEMBL5440290,antagonist,initial,1,1,1,CHEMBL5383593,CHEMBL5380829,IC50,Antagonist activity at human adenosine A2A receptor expressed in HEK293 cells assessed as inhibition of NECA-induced cAMP accumulation pretreated for 30 mins followed by NECA induction by GloSensor assay,Cc1c(C#N)cccc1-c1cc(-c2ccn(Cc3cccc(C(C)(C)O)n3)c(=O)c2)nc(N)n1,LMPHIHXCTONPFG-UHFFFAOYSA-N,CC1CC(C2CCCC(C3CCCCC3)C2)CCC1CC1CCCCC1,True,,,
CHEMBL5440325,CHEMBL5440325,antagonist,initial,1,1,1,CHEMBL5336575,CHEMBL5335785,pKb,Antagonist activity at human A2AR expressed in Flp-In-CHO cells assessed as NECA-mediated cAMP accumulation by measuring equilibrium dissociation constant incubated for 30 to 60 mins followed by NECA addition measured after 30 mins by LANCE cAMP assay,C=C1CCC(C(=O)Nc2nc3c(s2)Cc2ccccc2-3)CC1,BMTKBLNFTGNBFG-UHFFFAOYSA-N,CC1CCC(C(C)CC2CC3CC4CCCCC4C3C2)CC1,True,,,
CHEMBL5532131,CHEMBL5532131,antagonist,initial,1,1,1,CHEMBL5531816,CHEMBL5528085,IC50,Antagonist activity at human adenosine 2A receptor overexpressed in HEK293 cells preincubated for 0.5 hrs followed by NECA stimulation by GloSensor cAMP assay,Cc1c(C#N)cccc1-c1cc(-c2cn(Cc3ccc4cc[nH]c4c3)nn2)nc(N)n1,OPCPBQONVWLQEW-UHFFFAOYSA-N,C1CCC(C2CCCC(C3CCC(CC4CCC5CCCC5C4)C3)C2)CC1,True,,,
CHEMBL5542317,CHEMBL5542317,antagonist,initial,1,1,1,CHEMBL5531816,CHEMBL5528085,IC50,Antagonist activity at human adenosine 2A receptor overexpressed in HEK293 cells preincubated for 0.5 hrs followed by NECA stimulation by GloSensor cAMP assay,Cc1c(C#N)cccc1-c1cc(-c2cn(Cc3c[nH]c4cnccc34)nn2)nc(N)n1,WOTZJGWSMXRKCW-UHFFFAOYSA-N,C1CCC(C2CCCC(C3CCC(CC4CCC5CCCCC54)C3)C2)CC1,True,,,
CHEMBL5542375,CHEMBL5542375,antagonist,initial,1,1,1,CHEMBL5531816,CHEMBL5528085,IC50,Antagonist activity at human adenosine 2A receptor overexpressed in HEK293 cells preincubated for 0.5 hrs followed by NECA stimulation by GloSensor cAMP assay,Cc1c(C#N)cccc1-c1cc(-c2cn(Cc3c[nH]c4ccc(OC5CCCC5)cc34)nn2)nc(N)n1,CYSWVEIFRAGYBX-UHFFFAOYSA-N,C1CCC(C2CCCC(C3CCC(CC4CCC5CCC(CC6CCCC6)CC54)C3)C2)CC1,True,,,
CHEMBL5542999,CHEMBL5542999,antagonist,initial,1,1,1,CHEMBL5531816,CHEMBL5528085,IC50,Antagonist activity at human adenosine 2A receptor overexpressed in HEK293 cells preincubated for 0.5 hrs followed by NECA stimulation by GloSensor cAMP assay,Cc1c(C#N)cccc1-c1cc(-c2cn(Cc3cn(C)c4ccccc34)nn2)nc(N)n1,RUFVZUMLAOGDSO-UHFFFAOYSA-N,C1CCC(C2CCCC(C3CCC(CC4CCC5CCCCC54)C3)C2)CC1,True,,,
CHEMBL5555414,CHEMBL5555414,antagonist,initial,1,1,1,CHEMBL5531816,CHEMBL5528085,IC50,Antagonist activity at human adenosine 2A receptor overexpressed in HEK293 cells preincubated for 0.5 hrs followed by NECA stimulation by GloSensor cAMP assay,Cc1c(C#N)cccc1-c1cc(-c2cn(Cc3n[nH]c4ccccc34)nn2)nc(N)n1,PRNWKHVKVUHBPO-UHFFFAOYSA-N,C1CCC(C2CCCC(C3CCC(CC4CCC5CCCCC54)C3)C2)CC1,True,,,
CHEMBL5556652,CHEMBL5556652,antagonist,initial,1,1,1,CHEMBL5531816,CHEMBL5528085,IC50,Antagonist activity at human adenosine 2A receptor overexpressed in HEK293 cells preincubated for 0.5 hrs followed by NECA stimulation by GloSensor cAMP assay,Cc1ccc2[nH]cc(Cn3cc(-c4cc(-c5cccc(C#N)c5C)nc(N)n4)nn3)c2c1,WNZDTSXRYNKCJO-UHFFFAOYSA-N,C1CCC(C2CCCC(C3CCC(CC4CCC5CCCCC54)C3)C2)CC1,True,,,
CHEMBL5556910,CHEMBL5556910,antagonist,initial,1,1,1,CHEMBL5531816,CHEMBL5528085,IC50,Antagonist activity at human adenosine 2A receptor overexpressed in HEK293 cells preincubated for 0.5 hrs followed by NECA stimulation by GloSensor cAMP assay,COc1ccc2c(Cn3cc(-c4cc(-c5cccc(C#N)c5C)nc(N)n4)nn3)c[nH]c2c1,ZSGNSAAUKKWFCW-UHFFFAOYSA-N,C1CCC(C2CCCC(C3CCC(CC4CCC5CCCCC54)C3)C2)CC1,True,,,
CHEMBL5557191,CHEMBL5557191,antagonist,initial,1,1,1,CHEMBL5531816,CHEMBL5528085,IC50,Antagonist activity at human adenosine 2A receptor overexpressed in HEK293 cells preincubated for 0.5 hrs followed by NECA stimulation by GloSensor cAMP assay,Cc1c(C#N)cccc1-c1cc(-c2cn(Cc3cnc4ccccn34)nn2)nc(N)n1,PNFHBURGDSMXFT-UHFFFAOYSA-N,C1CCC(C2CCCC(C3CCC(CC4CCC5CCCCC54)C3)C2)CC1,True,,,
CHEMBL5557461,CHEMBL5557461,antagonist,initial,1,1,1,CHEMBL5517161,CHEMBL5512687,Inhibition,Antagonist activity at human adenosine A2A receptor expressed in CHO cells assessed as inhibition of NECA-induced cAMP production at 10 uM pre-incubated for 15 mins by cAMP Biotrak Enzymeimmunoassay relative to control,CCCCC#Cc1nc2c(N)nc(-c3ccco3)nc2n1[C@@H]1SC[C@@H](O)[C@H]1O,YROBLOXLHQVABO-PRIMNGNOSA-N,C1CCC(C2CCC3CCC(C4CCCC4)C3C2)C1,True,,,
