chembl_id,molecule_name,proposed_class,evidence_strength,functional_activity_rows,unique_assays,unique_documents,representative_assay,representative_document,representative_readout,representative_description,standardized_smiles,standardized_inchikey,generic_scaffold,passes_prospective_property_filters,review_notes,curation_batch,batch_priority,reviewer_1,decision_1,reviewer_2,decision_2,adjudicator,final_decision
CHEMBL2377235,CHEMBL2377235,antagonist,initial,1,1,1,CHEMBL2380019,CHEMBL2375358,Ki,Antagonist activity at human adenosine A2a receptor expressed in CHOK1 cells assessed as inhibition of NECA/forskolin-induced cAMP accumulation incubated for 15 mins prior to NECA/forskolin challenge measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,C=C(c1ccccc1)c1cc2c(N)nc(-c3nc(C)cs3)nc2s1,DFBNAUSKOWYPSJ-UHFFFAOYSA-N,CC(C1CCCCC1)C1CC2CCC(C3CCCC3)CC2C1,True,,4,6,,,,,,
CHEMBL1950665,CHEMBL1950665,agonist,initial,1,1,1,CHEMBL1955229,CHEMBL1949672,Emax,Agonist activity at human A2A adenosine receptor expressed in CHO cells assessed as stimulation of forskolin-induced cAMP production at 10 uM preincubated for 45 mins prior forskolin treatment measured after 15 mins by liquid scintillation spectrometry relative to 2-[p-(2-carboxyethyl)phenylethylamino]-5'-N-ethylcarboxamido-adenosine,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)N[C@@H](Cc5c[nH]cn5)C(=O)O)cc4)nc32)[C@H](O)[C@@H]1O,XDBPGTOUWLQGCG-RKMGSRDVSA-N,CC(CCCC1CCCC1)CCC1CCC(CCCC2CCC3CCC(C4CCCC4)C3C2)CC1,False,,4,7,,,,,,
CHEMBL2377236,CHEMBL2377236,antagonist,initial,1,1,1,CHEMBL2380019,CHEMBL2375358,Ki,Antagonist activity at human adenosine A2a receptor expressed in CHOK1 cells assessed as inhibition of NECA/forskolin-induced cAMP accumulation incubated for 15 mins prior to NECA/forskolin challenge measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,Cc1csc(-c2nc(N)c3cc(C4(c5ccccc5)CC4)sc3n2)n1,NEGXZKPQYUOIFO-UHFFFAOYSA-N,C1CCC(C2(C3CC4CCC(C5CCCC5)CC4C3)CC2)CC1,True,,4,8,,,,,,
CHEMBL2377238,CHEMBL2377238,antagonist,initial,1,1,1,CHEMBL2380019,CHEMBL2375358,Ki,Antagonist activity at human adenosine A2a receptor expressed in CHOK1 cells assessed as inhibition of NECA/forskolin-induced cAMP accumulation incubated for 15 mins prior to NECA/forskolin challenge measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,Cc1ccc(-c2nc(N)c3cc(-c4ccccc4)sc3n2)o1,JNBHZYOEHBWUGX-UHFFFAOYSA-N,C1CCC(C2CC3CCC(C4CCCC4)CC3C2)CC1,True,,4,9,,,,,,
CHEMBL240624,PRELADENANT,antagonist,initial,1,1,1,CHEMBL903286,CHEMBL1139101,Kb,Antagonist activity at human adenosine A2A receptor assessed as CGS 21680-induced inhibition of adenylate cyclase activity by cell-based assay,COCCOc1ccc(N2CCN(CCn3ncc4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1,DTYWJKSSUANMHD-UHFFFAOYSA-N,C1CCC(C2CCC(CCC3CCC4C3CCC3CC(C5CCCC5)CC34)CC2)CC1,False,,4,10,,,,,,
CHEMBL2042301,CHEMBL2042301,agonist,initial,1,1,1,CHEMBL2044689,CHEMBL2040819,EC50,Agonist activity at human adenosine A2A receptor expressed in CHO cells assessed as increase in intracellular cAMP level after 30 mins,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(NC(=O)c5cc(C(C)(C)C)cc(C(C)(C)C)c5)cc4)nc32)[C@H](O)[C@@H]1O,TXMBOCGCZJDFNZ-ACIRYHQQSA-N,CC(CC1CCC(CCCC2CCC3CCC(C4CCCC4)C3C2)CC1)C1CCCCC1,False,,4,11,,,,,,
CHEMBL259105,CHEMBL259105,antagonist,initial,1,1,1,CHEMBL940083,CHEMBL1143979,Activity,Antagonist activity at human adenosine A2A receptor expressed in CHO cells by cAMP assay,Cn1c(=O)c2[nH]c(-c3ccc(OCC(=O)N4CCc5ccccc5C4)cc3)cc2n(C)c1=O,XICBEZUAIRPALD-UHFFFAOYSA-N,CC1CC(C)C2CC(C3CCC(CCC(C)C4CCC5CCCCC5C4)CC3)CC2C1,True,,4,12,,,,,,
CHEMBL259580,CHEMBL259580,antagonist,initial,1,1,1,CHEMBL940083,CHEMBL1143979,Activity,Antagonist activity at human adenosine A2A receptor expressed in CHO cells by cAMP assay,CCCn1c(=O)n(C)c(=O)c2[nH]c(-c3ccc(OCC(=O)N4CCN(c5ccc(F)cc5)CC4)cc3)cc21,SLHFRTFEGMLRBP-UHFFFAOYSA-N,CC1CC(C)C2CC(C3CCC(CCC(C)C4CCC(C5CCCCC5)CC4)CC3)CC2C1,True,,4,13,,,,,,
CHEMBL2042303,CHEMBL2042303,agonist,initial,1,1,1,CHEMBL2044689,CHEMBL2040819,EC50,Agonist activity at human adenosine A2A receptor expressed in CHO cells assessed as increase in intracellular cAMP level after 30 mins,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(NC(=O)CCCC[C@H]5CCSS5)cc4)nc32)[C@H](O)[C@@H]1O,SQCZJYTXAWXOND-RKMGSRDVSA-N,CC(CCCCC1CCCC1)CC1CCC(CCCC2CCC3CCC(C4CCCC4)C3C2)CC1,False,,4,14,,,,,,
CHEMBL270654,CHEMBL270654,antagonist,initial,1,1,1,CHEMBL930535,CHEMBL1142297,IC50,Antagonist activity at human adenosine A2A receptor expressed in HEK293 cells by cAMP assay,Cc1cc(C)n(-c2cc(NC(=O)Cc3ccc(S(C)(=O)=O)cc3)nc(-c3ccccn3)n2)n1,ZKEREZNJKGRMFY-UHFFFAOYSA-N,CC(CC1CCCCC1)CC1CC(C2CCCCC2)CC(C2CCCC2)C1,True,,4,15,,,,,,
CHEMBL273094,XANTHINE AMINE CONGENER,antagonist,initial,1,1,1,CHEMBL2384073,CHEMBL2380258,Ki,Antagonist activity at human adenosine A2A receptor assessed as cAMP level by cell based assay,CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)NCCN)cc3)nc2n(CCC)c1=O,FIQGIOAELHTLHM-UHFFFAOYSA-N,CC1CC(C)C2CC(C3CCCCC3)CC2C1,True,,4,16,,,,,,
CHEMBL294223,CHEMBL294223,antagonist,initial,1,1,1,CHEMBL940083,CHEMBL1143979,Activity,Antagonist activity at human adenosine A2A receptor expressed in CHO cells by cAMP assay,CCCn1c(=O)n(C)c(=O)c2[nH]c(-c3ccc(OCC(=O)N4CCC(c5ccccc5)(c5ccccc5)CC4)cc3)cc21,NHADJLJUOVTRKS-UHFFFAOYSA-N,CC1CC(C)C2CC(C3CCC(CCC(C)C4CCC(C5CCCCC5)(C5CCCCC5)CC4)CC3)CC2C1,False,,4,17,,,,,,
CHEMBL2042304,CHEMBL2042304,agonist,initial,1,1,1,CHEMBL2044689,CHEMBL2040819,EC50,Agonist activity at human adenosine A2A receptor expressed in CHO cells assessed as increase in intracellular cAMP level after 30 mins,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(F)nc32)[C@H](O)[C@@H]1O,QIMAEJZEQKSMHZ-UGCAPWQASA-N,C1CCC(C(CCC2CCCC3C(C4CCCC4)CCC23)C2CCCCC2)CC1,False,,4,18,,,,,,
CHEMBL3217867,CHEMBL3217867,antagonist,initial,1,1,1,CHEMBL3223903,CHEMBL3217453,Ki,Antagonist activity at human adenosine A2A receptor expressed in CHO-K1 cells preincubated for 15 mins before NECA addition measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,N#Cc1cccc(-c2nc(N)c3cc(CN4CCCC4)sc3n2)c1,XAJHCZJNDNZUFV-UHFFFAOYSA-N,C1CCC(C2CCC3CC(CC4CCCC4)CC3C2)CC1,True,,4,19,,,,,,
CHEMBL3222049,CHEMBL3222049,antagonist,initial,1,1,1,CHEMBL3223903,CHEMBL3217453,Ki,Antagonist activity at human adenosine A2A receptor expressed in CHO-K1 cells preincubated for 15 mins before NECA addition measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,Nc1nc(-c2ccco2)nc2sc(CNC3CC3)cc12,WUIJOMASCIDKAR-UHFFFAOYSA-N,C1CCC(C2CCC3CC(CCC4CC4)CC3C2)C1,True,,4,20,,,,,,
CHEMBL2042305,CHEMBL2042305,agonist,initial,1,1,1,CHEMBL2044689,CHEMBL2040819,EC50,Agonist activity at human adenosine A2A receptor expressed in CHO cells assessed as increase in intracellular cAMP level after 30 mins,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(NCCc4ccccc4)nc32)[C@H](O)[C@@H]1O,LPUCXUCWIQBLNE-KCIBBDPESA-N,C1CCC(CCCC2CC(CCC(C3CCCCC3)C3CCCCC3)C3CCC(C4CCCC4)C3C2)CC1,False,,4,21,,,,,,
CHEMBL3222051,CHEMBL3222051,antagonist,initial,1,1,1,CHEMBL3223903,CHEMBL3217453,Ki,Antagonist activity at human adenosine A2A receptor expressed in CHO-K1 cells preincubated for 15 mins before NECA addition measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,Nc1nc(-c2ccco2)nc2sc(CN3CCCC3)cc12,MPLWCHQDAAXUTI-UHFFFAOYSA-N,C1CCC(CC2CC3CCC(C4CCCC4)CC3C2)C1,True,,4,22,,,,,,
CHEMBL3222054,CHEMBL3222054,antagonist,initial,1,1,1,CHEMBL3223903,CHEMBL3217453,Ki,Antagonist activity at human adenosine A2A receptor expressed in CHO-K1 cells preincubated for 15 mins before NECA addition measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,Nc1nc(-c2ccco2)nc2sc(CN3CCCCCC3)cc12,SSJXHQWCBBLDCI-UHFFFAOYSA-N,C1CCCC(CC2CC3CCC(C4CCCC4)CC3C2)CC1,True,,4,23,,,,,,
CHEMBL2042308,CHEMBL2042308,agonist,initial,1,1,1,CHEMBL2044689,CHEMBL2040819,EC50,Agonist activity at human adenosine A2A receptor expressed in CHO cells assessed as increase in intracellular cAMP level after 30 mins,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(NCCc4ccc(NC(=O)c5cc(C(C)(C)C)cc(C(C)(C)C)c5)cc4)nc32)[C@H](O)[C@@H]1O,AGLLTBWZMRXXOV-FWBSXESASA-N,CC(CC1CCC(CCCC2CC(CCC(C3CCCCC3)C3CCCCC3)C3CCC(C4CCCC4)C3C2)CC1)C1CCCCC1,False,,4,24,,,,,,
CHEMBL3222057,CHEMBL3222057,antagonist,initial,1,1,1,CHEMBL3223903,CHEMBL3217453,Ki,Antagonist activity at human adenosine A2A receptor expressed in CHO-K1 cells preincubated for 15 mins before NECA addition measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,Cc1ccc(-c2nc(N)c3cc(CN4CCc5ccccc5C4)sc3n2)o1,JQPWKEHWBDMVSV-UHFFFAOYSA-N,C1CCC2CC(CC3CC4CCC(C5CCCC5)CC4C3)CCC2C1,True,,4,25,,,,,,
CHEMBL3222064,CHEMBL3222064,antagonist,initial,1,1,1,CHEMBL3223903,CHEMBL3217453,Ki,Antagonist activity at human adenosine A2A receptor expressed in CHO-K1 cells preincubated for 15 mins before NECA addition measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,Nc1nc(-c2ccco2)nc2sc(CN3CCC(=O)CC3)cc12,LHLASRBBJLLXBC-UHFFFAOYSA-N,CC1CCC(CC2CC3CCC(C4CCCC4)CC3C2)CC1,True,,4,26,,,,,,
CHEMBL3222102,CHEMBL3222102,antagonist,initial,1,1,1,CHEMBL3223903,CHEMBL3217453,Ki,Antagonist activity at human adenosine A2A receptor expressed in CHO-K1 cells preincubated for 15 mins before NECA addition measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,Nc1nc(-c2cc3ccccc3o2)nc2sc(CN3CCC(F)CC3)cc12,FCGAKHXBRHDRBH-UHFFFAOYSA-N,C1CCC(CC2CC3CCC(C4CC5CCCCC5C4)CC3C2)CC1,True,,4,27,,,,,,
CHEMBL2042310,CHEMBL2042310,agonist,initial,1,1,1,CHEMBL2044689,CHEMBL2040819,EC50,Agonist activity at human adenosine A2A receptor expressed in CHO cells assessed as increase in intracellular cAMP level after 30 mins,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(NCCc4ccc(NC(=O)CCCC[C@H]5CCSS5)cc4)nc32)[C@H](O)[C@@H]1O,KGGRLFLXKXSBIC-MPBXGEDSSA-N,CC(CCCCC1CCCC1)CC1CCC(CCCC2CC(CCC(C3CCCCC3)C3CCCCC3)C3CCC(C4CCCC4)C3C2)CC1,False,,4,28,,,,,,
CHEMBL372148,CHEMBL372148,antagonist,initial,1,1,1,CHEMBL853546,CHEMBL1148617,Kd,Antagonist potency at cloned recombinant human adenosine A2A receptor transfected in CHO cells by cAMP assay,CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(-c5ccccc5)cc4)cc3)cc2n(C)c1=O,FTVRDQDWDBZPQP-UHFFFAOYSA-N,CC(CCC1CCC(C2CC3CC(C)CC(C)C3C2)CC1)CC1CCC(C2CCCCC2)CC1,True,,4,29,,,,,,
CHEMBL398272,CHEMBL398272,antagonist,initial,1,1,1,CHEMBL949245,CHEMBL1142326,IC50,Antagonist activity at human adenosine A2A receptor by cAMP assay,CN1CCN(CC(=O)Nc2cc(-c3nccs3)nc(-c3ccco3)n2)CC1,NPNLXWRCDBORLG-UHFFFAOYSA-N,CC(CC1CCCCC1)CC1CC(C2CCCC2)CC(C2CCCC2)C1,True,,4,30,,,,,,
CHEMBL216392,CHEMBL216392,agonist,initial,1,1,1,CHEMBL909310,CHEMBL1137298,Activity,Activity at human adenosine A2A receptor in CHO cells assessed as stimulation of cAMP production relative to NECA at 10 uM,CNc1nc(-c2cn(Cc3cccc(Cl)c3)nn2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,DJQKAKFNNBFTLQ-KHTYJDQRSA-N,C1CCC(CC2CCC(C3CCC4CCC(C5CCCC5)C4C3)C2)CC1,True,,4,31,,,,,,
CHEMBL4064207,CHEMBL4064207,antagonist,initial,1,1,1,CHEMBL5126865,CHEMBL5126505,Ki,Antagonist activity at recombinant human adenosine A2A receptor expressed in HEK293 cells measured by cAMP functional assay,COc1ccc(N2CCOCC2)c2sc(NC(=O)C3(C)CCC(C)(O)CC3)nc12,UJRKOSVHCNMAII-UHFFFAOYSA-N,CC(CC1CC2CCCC(C3CCCCC3)C2C1)C1CCCCC1,True,,4,32,,,,,,
CHEMBL4065326,CHEMBL4065326,antagonist,initial,1,1,1,CHEMBL5126865,CHEMBL5126505,Ki,Antagonist activity at recombinant human adenosine A2A receptor expressed in HEK293 cells measured by cAMP functional assay,COc1ccc(N2CCOCC2)c2sc(NC(=O)C(C)(C)Oc3ccc(F)c(F)c3)nc12,YFKXIEKMGLBNSH-UHFFFAOYSA-N,CC(CCC1CCCCC1)CC1CC2CCCC(C3CCCCC3)C2C1,True,,4,33,,,,,,
CHEMBL218326,CHEMBL218326,agonist,initial,1,1,1,CHEMBL909310,CHEMBL1137298,Activity,Activity at human adenosine A2A receptor in CHO cells assessed as stimulation of cAMP production relative to NECA at 10 uM,CNc1nc(-n2cc(-c3ccccn3)nn2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,BFNBQDWOBYWSKD-LSCFUAHRSA-N,C1CCC(C2CCC(C3CCC4CCC(C5CCCC5)C4C3)C2)CC1,True,,4,34,,,,,,
CHEMBL4128848,CHEMBL4128848,antagonist,initial,1,1,1,CHEMBL4123895,CHEMBL4118207,Inhibition,Antagonist activity at human A2A receptor expressed in CHO cells assessed as inhibition of NECA-stimulated cAMP accumulation at 1 uM preincubated for 15 mins followed by NECA addition measured after 15 mins by enzyme immunoassay,O=C(Nc1nc2cccc(Cl)c2[nH]1)c1ccccc1,UYANATZTFXSNEV-UHFFFAOYSA-N,CC(CC1CC2CCCCC2C1)C1CCCCC1,True,,4,35,,,,,,
CHEMBL4203542,CHEMBL4203542,antagonist,initial,1,1,1,CHEMBL4193732,CHEMBL4190330,Ki,Antagonist activity at human A2A receptor expressed in HEK293 cell membranes assessed as reduction in CGS-21680-induced cAMP level pretreated for 15 mins followed by CGS-21680 addition measured after 30 mins by HTRF assay,Cc1nc2cc(N3CCN(CCn4c(=O)n(C)c5c4nc(N)n4nc(-c6ccco6)nc54)CC3)c(F)cc2o1,HZAQUZWWTITTFO-UHFFFAOYSA-N,CC1CC2C3CC(C4CCCC4)CC3CCC2C1CCC1CCC(C2CCC3CCCC3C2)CC1,True,,4,36,,,,,,
CHEMBL4204531,CHEMBL4204531,antagonist,initial,1,1,1,CHEMBL4193732,CHEMBL4190330,Ki,Antagonist activity at human A2A receptor expressed in HEK293 cell membranes assessed as reduction in CGS-21680-induced cAMP level pretreated for 15 mins followed by CGS-21680 addition measured after 30 mins by HTRF assay,COCC(C)(C)Oc1ccc(N2CCN(CCn3c(=O)n(C)c4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1,WTSGLQVSVKYTNF-UHFFFAOYSA-N,CC1CC2C3CC(C4CCCC4)CC3CCC2C1CCC1CCC(C2CCCCC2)CC1,False,,4,37,,,,,,
CHEMBL219055,CHEMBL219055,agonist,initial,1,1,1,CHEMBL909310,CHEMBL1137298,Activity,Activity at human adenosine A2A receptor in CHO cells assessed as stimulation of cAMP production relative to NECA at 10 uM,CCc1cn(-c2nc(NC)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)nn1,JBQPJIFYNWOTMD-IDTAVKCVSA-N,C1CCC(C2CCC3CCC(C4CCCC4)C3C2)C1,True,,4,38,,,,,,
CHEMBL4205884,CHEMBL4205884,antagonist,initial,1,1,1,CHEMBL4193732,CHEMBL4190330,Ki,Antagonist activity at human A2A receptor expressed in HEK293 cell membranes assessed as reduction in CGS-21680-induced cAMP level pretreated for 15 mins followed by CGS-21680 addition measured after 30 mins by HTRF assay,Cn1c(=O)n(CCN2CCN(c3ccc(OC4CC4)cc3)CC2)c2nc(N)n3nc(-c4ccco4)nc3c21,DSELQYYUAIUYPA-UHFFFAOYSA-N,CC1CC2C3CC(C4CCCC4)CC3CCC2C1CCC1CCC(C2CCC(CC3CC3)CC2)CC1,True,,4,39,,,,,,
CHEMBL4207839,CHEMBL4207839,antagonist,initial,1,1,1,CHEMBL4193732,CHEMBL4190330,Ki,Antagonist activity at human A2A receptor expressed in HEK293 cell membranes assessed as reduction in CGS-21680-induced cAMP level pretreated for 15 mins followed by CGS-21680 addition measured after 30 mins by HTRF assay,Cn1c(=O)n(CCN2CCN(c3ccc(OCCOC4CC4)cc3)CC2)c2nc(N)n3nc(-c4ccco4)nc3c21,ZDTKVDOJSNWXML-UHFFFAOYSA-N,CC1CC2C3CC(C4CCCC4)CC3CCC2C1CCC1CCC(C2CCC(CCCCC3CC3)CC2)CC1,False,,4,40,,,,,,
CHEMBL219256,CHEMBL219256,agonist,initial,1,1,1,CHEMBL909310,CHEMBL1137298,Activity,Activity at human adenosine A2A receptor in CHO cells assessed as stimulation of cAMP production relative to NECA at 10 uM,CNc1nc(-n2cc(CC3CCCC3)nn2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,UVCPEXPHSCKQFM-SCFUHWHPSA-N,C1CCC(CC2CCC(C3CCC4CCC(C5CCCC5)C4C3)C2)C1,True,,4,41,,,,,,
CHEMBL4207914,CHEMBL4207914,antagonist,initial,1,1,1,CHEMBL4193732,CHEMBL4190330,Ki,Antagonist activity at human A2A receptor expressed in HEK293 cell membranes assessed as reduction in CGS-21680-induced cAMP level pretreated for 15 mins followed by CGS-21680 addition measured after 30 mins by HTRF assay,Cn1c(=O)n(CCN2CCN(c3ccc(OC4CCOCC4)cc3)CC2)c2nc(N)n3nc(-c4ccco4)nc3c21,VJHSRYVQSIZZOS-UHFFFAOYSA-N,CC1CC2C3CC(C4CCCC4)CC3CCC2C1CCC1CCC(C2CCC(CC3CCCCC3)CC2)CC1,True,,4,42,,,,,,
CHEMBL4212810,CHEMBL4212810,antagonist,initial,1,1,1,CHEMBL4193732,CHEMBL4190330,Ki,Antagonist activity at human A2A receptor expressed in HEK293 cell membranes assessed as reduction in CGS-21680-induced cAMP level pretreated for 15 mins followed by CGS-21680 addition measured after 30 mins by HTRF assay,Cn1c(=O)n(CCN2CCN(c3nc(C(F)(F)F)cs3)CC2)c2nc(N)n3nc(-c4ccco4)nc3c21,YOXUINAHBUOBMU-UHFFFAOYSA-N,CC1CC2C3CC(C4CCCC4)CC3CCC2C1CCC1CCC(C2CCCC2)CC1,True,,4,43,,,,,,
CHEMBL4212821,CHEMBL4212821,antagonist,initial,1,1,1,CHEMBL4193732,CHEMBL4190330,Ki,Antagonist activity at human A2A receptor expressed in HEK293 cell membranes assessed as reduction in CGS-21680-induced cAMP level pretreated for 15 mins followed by CGS-21680 addition measured after 30 mins by HTRF assay,Cn1c(=O)n(CCN2CCN(c3ccc(OC4CCOC4)cc3)CC2)c2nc(N)n3nc(-c4ccco4)nc3c21,KMMFUGMKQUTMNT-UHFFFAOYSA-N,CC1CC2C3CC(C4CCCC4)CC3CCC2C1CCC1CCC(C2CCC(CC3CCCC3)CC2)CC1,True,,4,44,,,,,,
CHEMBL225368,CHEMBL225368,agonist,initial,1,1,1,CHEMBL889385,CHEMBL1145382,Activity,Agonist activity at adenosine A2A receptor in SH-SY5Y cells assessed as CGS-induced intracellular cAMP production at 50 uM,CC(C)[C@H](NC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1)C(=O)N1c2ccccc2C[C@H]1C(N)=O,OSBIAWPZBNFCQQ-ODNYIURZSA-N,CC(CCC(C)C1CCC2CCCCC21)C(CC1CCCCC1)CC(C)C1CCC2CC3CCC4CCCC(C2C1)C43,False,,4,45,,,,,,
CHEMBL4284097,CHEMBL4284097,antagonist,initial,1,1,1,CHEMBL4253810,CHEMBL4251607,IC50,Antagonist activity at human adenosine A2A receptor expressed in HEK293 cell membranes assessed as inhibition of CGS241680-induced [35S]GTPgammaS binding preincubated for 10 mins followed by CGS241680 addition by TopCount scintillation counting method,Nc1cc(NC(=O)CN2CCCCC2)cc2nc(-c3ccco3)oc12,DFHJRVMQONSFPQ-UHFFFAOYSA-N,CC(CC1CCCCC1)CC1CCC2CC(C3CCCC3)CC2C1,True,,4,46,,,,,,
CHEMBL4284595,CHEMBL4284595,antagonist,initial,1,1,1,CHEMBL4253810,CHEMBL4251607,IC50,Antagonist activity at human adenosine A2A receptor expressed in HEK293 cell membranes assessed as inhibition of CGS241680-induced [35S]GTPgammaS binding preincubated for 10 mins followed by CGS241680 addition by TopCount scintillation counting method,Nc1cc(-c2ccco2)c2oc(-c3ccco3)nc2c1,CFHKTWHFWORIBL-UHFFFAOYSA-N,C1CCC(C2CC3CCCC(C4CCCC4)C3C2)C1,True,,4,47,,,,,,
CHEMBL225459,CHEMBL225459,agonist,initial,1,1,1,CHEMBL918613,CHEMBL1144471,EC50,Agonist activity at human adenosine A2A receptor expressed in CHO cells assessed as stimulation of cAMP production,Nc1nc(OCCc2c[nH]c3cc(Br)ccc23)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,OXLUZSPXALFOBX-NVQRDWNXSA-N,C1CCC2C(C1)CCC2CCCC1CCC2CCC(C3CCCC3)C2C1,False,,4,48,,,,,,
CHEMBL4287056,CHEMBL4287056,antagonist,initial,1,1,1,CHEMBL4253810,CHEMBL4251607,IC50,Antagonist activity at human adenosine A2A receptor expressed in HEK293 cell membranes assessed as inhibition of CGS241680-induced [35S]GTPgammaS binding preincubated for 10 mins followed by CGS241680 addition by TopCount scintillation counting method,O=C(CN1CCCCC1)Nc1cc(-c2ccco2)c2oc(-c3ccco3)nc2c1,HGXZSQKJGZKRPF-UHFFFAOYSA-N,CC(CC1CCCCC1)CC1CC2CC(C3CCCC3)CC2C(C2CCCC2)C1,True,,4,49,,,,,,
CHEMBL4294888,CHEMBL4294888,antagonist,initial,1,1,1,CHEMBL4262955,CHEMBL4261547,EC50,Antagonist activity at recombinant human adenosine receptor A2A expressed in CHO cells assessed as inhibition of CGS21680-induced cAMP accumulation by measuring CGS21680 EC50 at 1000 nM preincubated for 5 mins followed by CGS21680 addition and measured after 20 mins by alpha screen assay (Rvb = 0.89 +/- 0.17 nM),Nc1nc2c(cnn2CCCc2ccc(OCC(=O)NCCCCNC(=O)CCCCCNC(=O)COc3ccc(/C=C/C4=[N+]5C(=Cc6ccc(-c7cccs7)n6[B-]5(F)F)C=C4)cc3)cc2)c2nc(-c3ccco3)nn12,HBQGBAGFDWWJPZ-QGOAFFKASA-N,CC(CCCCCCC(C)CCC1CCC(CCCC2CCC3C2CCC2CC(C4CCCC4)CC23)CC1)CCCCCCC(C)CCC1CCC(CCC2CCC3CC4CCC(C5CCCC5)C4CC32)CC1,False,,4,50,,,,,,
CHEMBL226694,CHEMBL226694,agonist,initial,1,1,1,CHEMBL889385,CHEMBL1145382,Activity,Agonist activity at adenosine A2A receptor in SH-SY5Y cells assessed as CGS-induced intracellular cAMP production at 50 uM,CC(C)[C@H](NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1)C(=O)N[C@@H](CCC1CCCCC1)C(=O)N1c2ccccc2C[C@H]1C(N)=O,CWFYFSVSDFREOX-HNLGHXBASA-N,CC(CCC(C)C1CCC2CC3CCC4CCCC(C2C1)C43)CC(CCC1CCCCC1)C(C)C1CCC2CCCCC21,False,,5,1,,,,,,
CHEMBL4300239,CHEMBL4300239,antagonist,initial,1,1,1,CHEMBL4262956,CHEMBL4261547,EC50,Antagonist activity at recombinant human adenosine receptor A2A expressed in CHO cells assessed as inhibition of CGS21680-induced cAMP accumulation by measuring CGS21680 EC50 at 100 nM preincubated for 5 mins followed by CGS21680 addition and measured after 20 mins by alpha screen assay (Rvb = 0.89 +/- 0.17 nM),Nc1nc2c(cnn2CCCc2ccc(OCc3ccc(S(=O)(=O)O)cc3)cc2)c2nc(-c3ccco3)nn12,ZCGYHWOGFGROOT-UHFFFAOYSA-N,C1CCC(CCC2CCC(CCCC3CCC4C3CCC3CC(C5CCCC5)CC34)CC2)CC1,False,,5,2,,,,,,
CHEMBL4440752,CHEMBL4440752,antagonist,initial,1,1,1,CHEMBL4407539,CHEMBL4406810,IC50,Antagonist activity at human A2AR expressed in CHO cells assessed as inhibition of CGS21680-stimulated cAMP production by alphascreen assay,N#Cc1c(N)nc(SCc2cccnc2)c(C#N)c1-c1ccco1,RCHMOBFVVHVEGJ-UHFFFAOYSA-N,C1CCC(CCC2CCCC(C3CCCC3)C2)CC1,True,,5,3,,,,,,
CHEMBL4447993,CHEMBL4447993,antagonist,initial,1,1,1,CHEMBL4322430,CHEMBL4321802,IC50,Antagonist activity at human adenosine A2A receptor expressed in CHO cells assessed as inhibition of NECA-stimulated adenylyl cyclase activity by Glo-sensor cAMP assay,Nc1nc(-c2ccc(OCCNC(=O)CCCCC3CCSS3)cc2)cn2c(=O)n(-c3ccccc3)nc12,QUUSOCIUFGWWEB-UHFFFAOYSA-N,CC(CCCCC1CCCC1)CCCCC1CCC(C2CCC3CC(C4CCCCC4)C(C)C3C2)CC1,False,,5,4,,,,,,
