chembl_id,molecule_name,proposed_class,evidence_strength,functional_activity_rows,unique_assays,unique_documents,representative_assay,representative_document,representative_readout,representative_description,standardized_smiles,standardized_inchikey,generic_scaffold,passes_prospective_property_filters,review_notes,curation_batch,batch_priority,reviewer_1,decision_1,reviewer_2,decision_2,adjudicator,final_decision
CHEMBL113142,ZM-241385,antagonist,high,9,7,5,CHEMBL5616314,CHEMBL5614411,EC50,Antagonist activity at human Adenosine receptor A2a transfected in HEK293 cells co-expressing CRE-luciferase plasmid assessed as reduction in CRE promoter activity by measuring effective concentration incubated for 18 hrs by luciferase based CRE reporter assay,Nc1nc(NCCc2ccc(O)cc2)nc2nc(-c3ccco3)nn12,PWTBZOIUWZOPFT-UHFFFAOYSA-N,C1CCC(CCCC2CCC3CC(C4CCCC4)CC3C2)CC1,True,,1,1,,,,,,
CHEMBL477,ADENOSINE,agonist,high,5,5,4,CHEMBL5099262,CHEMBL5096218,EC50,Agonist activity at human adenosine A2A receptor expressed in CHO-K1 cells assessed as inhibition of forskolin-induced cAMP accumulation incubated for 30 mins by LANCE ultra assay,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,OIRDTQYFTABQOQ-KQYNXXCUSA-N,C1CCC2C(C1)CCC2C1CCCC1,True,,1,2,,,,,,
CHEMBL4297184,CIFORADENANT,antagonist,high,8,8,3,CHEMBL4701023,CHEMBL4699449,IC50,Antagonist activity at human adenosine 2A receptor expressed in HEK293 cells assessed as inhibition of NECA-induced cAMP by immunoassay,Cc1ccc(-c2nc(N)nc3c2nnn3Cc2cccc(CO[C@H]3CCOC3)n2)o1,KURQKNMKCGYWRJ-HNNXBMFYSA-N,C1CCC(CCC2CCCC(CC3CCC4C(C5CCCC5)CCCC34)C2)C1,True,,1,3,,,,,,
CHEMBL5203469,CHEMBL5203469,antagonist,high,5,5,2,CHEMBL5130200,CHEMBL5126612,EC50,Antagonist activity at wild type human A2AAR expressed in CHO cells assessed as inhibition of CGS21680-induced cAMP accumulation preincubated for 20 mins followed by CGS21680 addition and measured after 20 mins by by alpha screen assay,CCCCC#Cc1nc(N)c2nc(-c3cccs3)n([C@@H]3OC[C@@H](O)[C@H]3O)c2n1,MUHXGASCCALSAJ-PRIMNGNOSA-N,C1CCC2C(C1)CC(C1CCCC1)C2C1CCCC1,True,,1,4,,,,,,
CHEMBL4104819,CHEMBL4104819,agonist,high,4,4,2,CHEMBL5124853,CHEMBL5120905,EC50,Agonist activity at human A2A receptor expressed in Flp-In-CHO cells assessed as cAMP accumulation incubated for 30 mins by LANCE cAMP assay,Nc1sc(-c2ccc(C(=O)NCCCCCCNc3ncnc4c3ncn4[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)cc2)c(-c2cccc(C(F)(F)F)c2)c1C(=O)c1ccccc1,XLCQNEBOQXQNGA-IYRWRCLLSA-N,CC(CCCCCCCCC1CCCC2C(C3CCCC3)CCC12)C1CCC(C2CCC(C(C)C3CCCCC3)C2C2CCCCC2)CC1,False,,1,5,,,,,,
CHEMBL3414940,CHEMBL3414940,agonist,high,4,3,2,CHEMBL3420494,CHEMBL3414438,EC50,Agonist activity at human recombinant adenosine A2A receptor transfected in CHO cells assessed as induction of adenylyl cyclase activity,CCn1nnc([C@H]2O[C@@H](n3cnc4c(NC5CC5)ncnc43)[C@H](O)[C@@H]2O)n1,DEVAFUMPTPLYOY-BQVMBELUSA-N,C1CCC(C2CCC(C3CCC4C(CC5CC5)CCCC43)C2)C1,True,,1,6,,,,,,
CHEMBL3414941,CHEMBL3414941,agonist,high,4,3,2,CHEMBL3420494,CHEMBL3414438,EC50,Agonist activity at human recombinant adenosine A2A receptor transfected in CHO cells assessed as induction of adenylyl cyclase activity,CCn1nnc([C@H]2O[C@@H](n3cnc4c(NC5CC5)nc(Cl)nc43)[C@H](O)[C@@H]2O)n1,IRRXNCFETDOCCQ-AEISUSGSSA-N,C1CCC(C2CCC(C3CCC4C(CC5CC5)CCCC43)C2)C1,True,,1,7,,,,,,
CHEMBL186113,GW-328267,agonist,high,3,3,2,CHEMBL2187058,CHEMBL2177029,EC50,Agonist activity at human recombinant adenosine A2A receptor expressed in CHO cells assessed as induction of cyclic AMP production,CCn1nnc([C@H]2O[C@@H](n3cnc4c(N)nc(N[C@H](CO)Cc5ccccc5)nc43)[C@H](O)[C@@H]2O)n1,FLBKPDIBGNWXMT-NIQZGXKPSA-N,C1CCC(CCCC2CCC3CCC(C4CCC(C5CCCC5)C4)C3C2)CC1,False,,1,8,,,,,,
CHEMBL1087189,CHEMBL1087189,antagonist,high,2,2,2,CHEMBL2167687,CHEMBL2163234,Ki,Antagonist activity at human Adenosine receptor A2a assessed as inhibition of cAMP production,Nc1nc(-c2ccccc2)c2c(n1)-c1cc(CN3CCCC3)ccc1C2=O,NZMLWAPHUUXPMQ-UHFFFAOYSA-N,CC1C2CCC(CC3CCCC3)CC2C2CCCC(C3CCCCC3)C12,True,,1,9,,,,,,
CHEMBL1095488,CHEMBL1095488,antagonist,high,2,2,2,CHEMBL2167687,CHEMBL2163234,Ki,Antagonist activity at human Adenosine receptor A2a assessed as inhibition of cAMP production,Nc1nc(-c2ccccc2)c2c(n1)-c1cc(OCCN3CCOCC3)ccc1C2=O,BCDASHXLAMCATI-UHFFFAOYSA-N,CC1C2CCC(CCCC3CCCCC3)CC2C2CCCC(C3CCCCC3)C12,True,,1,10,,,,,,
CHEMBL17127,SCH-58261,antagonist,high,2,2,2,CHEMBL1105453,CHEMBL1156165,Activity,Antagonist activity at human adenosine A2A receptor expressed in HEK293 cells assessed as inhibition of NECA-induced intracellular cAMP accumulation at 100 nM after 24 hrs (Rvb= 0.40 pmol/ml),Nc1nc2c(cnn2CCc2ccccc2)c2nc(-c3ccco3)nn12,UTLPKQYUXOEJIL-UHFFFAOYSA-N,C1CCC(CCC2CCC3C2CCC2CC(C4CCCC4)CC23)CC1,True,,1,11,,,,,,
CHEMBL197669,ST1535,antagonist,high,2,2,2,CHEMBL2384073,CHEMBL2380258,Ki,Antagonist activity at human adenosine A2A receptor assessed as cAMP level by cell based assay,CCCCc1nc(N)c2nc(-n3nccn3)n(C)c2n1,CYYQMAWUIRPCNW-UHFFFAOYSA-N,C1CCC(C2CC3CCCCC3C2)C1,True,,1,12,,,,,,
CHEMBL3222055,CHEMBL3222055,antagonist,high,2,2,2,CHEMBL3223903,CHEMBL3217453,Ki,Antagonist activity at human adenosine A2A receptor expressed in CHO-K1 cells preincubated for 15 mins before NECA addition measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,Nc1nc(-c2ccco2)nc2sc(CN3CCOCC3)cc12,WKCYYQAUFYIEID-UHFFFAOYSA-N,C1CCC(CC2CC3CCC(C4CCCC4)CC3C2)CC1,True,,1,13,,,,,,
CHEMBL3222061,CHEMBL3222061,antagonist,high,2,2,2,CHEMBL3223903,CHEMBL3217453,Ki,Antagonist activity at human adenosine A2A receptor expressed in CHO-K1 cells preincubated for 15 mins before NECA addition measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,Nc1nc(-c2ccco2)nc2sc(CN3CCCC(F)(F)C3)cc12,KYXCXHCFXDUHNI-UHFFFAOYSA-N,C1CCC(CC2CC3CCC(C4CCCC4)CC3C2)CC1,True,,1,14,,,,,,
CHEMBL3222062,CHEMBL3222062,antagonist,high,2,2,2,CHEMBL3223903,CHEMBL3217453,Ki,Antagonist activity at human adenosine A2A receptor expressed in CHO-K1 cells preincubated for 15 mins before NECA addition measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,C[C@@H]1CCC[C@H](C)N1Cc1cc2c(N)nc(-c3ccco3)nc2s1,PVOIMUIDWFQGQH-TXEJJXNPSA-N,C1CCC(CC2CC3CCC(C4CCCC4)CC3C2)CC1,True,,1,15,,,,,,
CHEMBL3317574,CHEMBL3317574,antagonist,high,2,2,2,CHEMBL5126857,CHEMBL5126505,Ki,Antagonist activity at human adenosine A2A receptor expressed in CHO cells assessed as inhibition of NECA-induced cAMP production measured by scintillation counter assay,Nc1nc(CCCc2ccccc2)nc2cn(-c3ccccc3)nc12,QXNZRRSDCMNJDB-UHFFFAOYSA-N,C1CCC(CCCC2CCC3CC(C4CCCCC4)CC3C2)CC1,True,,1,16,,,,,,
CHEMBL4064795,CHEMBL4064795,antagonist,high,2,2,2,CHEMBL4012875,CHEMBL4011624,IC50,Antagonist activity at human adenosine receptor A2A expressed in CHO cell membranes assessed as inhibition of NECA-induced increase of cAMP accumulation preincubated for 10 mins followed by NECA addition measured after 10 mins by GloSensor cAMP assay,CCOc1ccc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)cc1,SHMHGBZUFQHAIL-UHFFFAOYSA-N,CC1C2CC(C3CCCCC3)CCC2CC1C1CCCCC1,True,,1,17,,,,,,
CHEMBL458242,CHEMBL458242,antagonist,high,2,2,2,CHEMBL950440,CHEMBL1152277,IC50,Antagonist activity at human adenosine A2A receptor expressed in CHO cells assessed as inhibition of CGS-21680-induced cAMP production,COc1cncc(-c2cc(NC(C)=O)nc(-n3nc(C)cc3C)n2)c1,ZPOFECDYIXUBJD-UHFFFAOYSA-N,C1CCC(C2CCCC(C3CCCC3)C2)CC1,True,,1,18,,,,,,
CHEMBL4849795,CHEMBL4849795,antagonist,high,2,2,2,CHEMBL4814789,CHEMBL4813923,IC50,Antagonist activity at human A2A expressed in human HEK293 cells assessed as reduction in cAMP production preincubated for 10 mins followed by NECA stimulation and measured after 30 mins by micro plate reader method,Nc1nc(Cc2ccccc2)cn2c1nc1ccccc12,NULDMQXOPYHTEN-UHFFFAOYSA-N,C1CCC(CC2CCC3CC4CCCCC4C3C2)CC1,True,,1,19,,,,,,
CHEMBL4063841,CHEMBL4063841,agonist,medium,3,3,1,CHEMBL4048590,CHEMBL4043287,EC50,Agonist activity at human A2A-AR expressed in FlpIn-CHO cells assessed as inhibition of forskolin-stimulated cAMP accumulation preincubated for 40 mins followed by forskolin addition measured after 30 mins by Alphascreen assay,Nc1sc(-c2ccc(C(=O)NCCCCCNc3ncnc4c3ncn4[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)cc2)c(-c2cccc(C(F)(F)F)c2)c1C(=O)c1ccccc1,HYJFZTMSAYHUCD-VNXSDAFKSA-N,CC(CCCCCCCC1CCCC2C(C3CCCC3)CCC12)C1CCC(C2CCC(C(C)C3CCCCC3)C2C2CCCCC2)CC1,False,,2,1,,,,,,
CHEMBL5090017,CHEMBL5090017,antagonist,medium,4,4,1,CHEMBL5049261,CHEMBL5046288,IC50,Antagonist activity at human A2aR expressed in HEK293 cells assessed as reduction in NECA-induced cAMP production incubated for 20 mins in presence of 20 nM NECA by GloSensor cAMP detection assay,COc1ccc(N2CCN(CCn3c(=O)cnc4c(-c5ccc(C)o5)nc(N)nc43)[C@@H](C)C2)c(F)c1,QLDKSNSJQOSBLD-HNNXBMFYSA-N,CC1CCC2C(C3CCCC3)CCCC2C1CCC1CCC(C2CCCCC2)CC1,True,,2,2,,,,,,
CHEMBL4072009,CHEMBL4072009,agonist,medium,3,3,1,CHEMBL4048590,CHEMBL4043287,pEC50,Agonist activity at human A2A-AR expressed in FlpIn-CHO cells assessed as inhibition of forskolin-stimulated cAMP accumulation preincubated for 40 mins followed by forskolin addition measured after 30 mins by Alphascreen assay,Nc1sc(-c2ccccc2C(=O)NCCCCCCNc2ncnc3c2ncn3[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(-c2cccc(C(F)(F)F)c2)c1C(=O)c1ccccc1,INHVHVABDDQLDR-IYRWRCLLSA-N,CC(CCCCCCCCC1CCCC2C(C3CCCC3)CCC12)C1CCCCC1C1CCC(C(C)C2CCCCC2)C1C1CCCCC1,False,,2,3,,,,,,
CHEMBL5562893,CHEMBL5562893,antagonist,medium,4,4,1,CHEMBL5531816,CHEMBL5528085,IC50,Antagonist activity at human adenosine 2A receptor overexpressed in HEK293 cells preincubated for 0.5 hrs followed by NECA stimulation by GloSensor cAMP assay,Cc1c(C#N)cccc1-c1cc(-c2cn(Cc3c[nH]c4ccc(C#N)cc34)nn2)nc(N)n1,VZXSLMMZUNIHCA-UHFFFAOYSA-N,C1CCC(C2CCCC(C3CCC(CC4CCC5CCCCC54)C3)C2)CC1,True,,2,4,,,,,,
CHEMBL5397080,CHEMBL5397080,antagonist,medium,3,3,1,CHEMBL5383593,CHEMBL5380829,IC50,Antagonist activity at human adenosine A2A receptor expressed in HEK293 cells assessed as inhibition of NECA-induced cAMP accumulation pretreated for 30 mins followed by NECA induction by GloSensor assay,Cc1c(C#N)cccc1-c1cc(-c2ccn(Cc3ccccc3)c(=O)c2)nc(N)n1,GROXRDPKODZSRI-UHFFFAOYSA-N,CC1CC(C2CCCC(C3CCCCC3)C2)CCC1CC1CCCCC1,True,,2,5,,,,,,
CHEMBL5439885,CHEMBL5439885,antagonist,medium,3,3,1,CHEMBL5383593,CHEMBL5380829,IC50,Antagonist activity at human adenosine A2A receptor expressed in HEK293 cells assessed as inhibition of NECA-induced cAMP accumulation pretreated for 30 mins followed by NECA induction by GloSensor assay,Cc1c(C#N)cccc1-c1cc(-c2ccn(CCc3ccccc3)c(=O)c2)nc(N)n1,GRPFMWNVPJZROD-UHFFFAOYSA-N,CC1CC(C2CCCC(C3CCCCC3)C2)CCC1CCC1CCCCC1,True,,2,6,,,,,,
CHEMBL4075186,CHEMBL4075186,agonist,medium,3,3,1,CHEMBL4048590,CHEMBL4043287,EC50,Agonist activity at human A2A-AR expressed in FlpIn-CHO cells assessed as inhibition of forskolin-stimulated cAMP accumulation preincubated for 40 mins followed by forskolin addition measured after 30 mins by Alphascreen assay,Nc1sc(-c2ccc(C(=O)NCCCCCCCNc3ncnc4c3ncn4[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)cc2)c(-c2cccc(C(F)(F)F)c2)c1C(=O)c1ccccc1,RDGGIYYOAIQPFG-VVTIBKNXSA-N,CC(CCCCCCCCCC1CCCC2C(C3CCCC3)CCC12)C1CCC(C2CCC(C(C)C3CCCCC3)C2C2CCCCC2)CC1,False,,2,7,,,,,,
CHEMBL5619355,CHEMBL5619355,antagonist,medium,3,3,1,CHEMBL5616314,CHEMBL5614411,EC50,Antagonist activity at human Adenosine receptor A2a transfected in HEK293 cells co-expressing CRE-luciferase plasmid assessed as reduction in CRE promoter activity by measuring effective concentration incubated for 18 hrs by luciferase based CRE reporter assay,CNc1nc(C#Cc2ccccc2)nc2c1ncn2-c1ccc(O)cc1,KGEDJBOYKCCMEF-UHFFFAOYSA-N,C1CCC(CCC2CCC3CCC(C4CCCCC4)C3C2)CC1,True,,2,8,,,,,,
CHEMBL601413,CHEMBL601413,antagonist,medium,3,3,1,CHEMBL1071497,CHEMBL1156885,Activity,"Antagonist activity at human adenosine 2A receptor expressed in HEK293 cells assessed as inhibition of 10 nM 3-(4-(2-(6-amino-9-((2R,3R,4S,5S)-5-(ethylcarbamoyl)-3,4-dihydroxytetrahydrofuran-2-yl)-9H-purin-2-ylamino)ethyl)phenyl)propanoic acid-induced intracellular cAMP production at 10 uM",Nc1c(C(=O)Nc2ccccc2F)sc2nc3c(cc12)C(=O)CCC3,YHFDPEYHDOTAOT-UHFFFAOYSA-N,CC(CC1CCCCC1)C1CC2CC3CCCC(C)C3CC2C1,True,,2,9,,,,,,
CHEMBL4076495,CHEMBL4076495,agonist,medium,3,3,1,CHEMBL4048590,CHEMBL4043287,EC50,Agonist activity at human A2A-AR expressed in FlpIn-CHO cells assessed as inhibition of forskolin-stimulated cAMP accumulation preincubated for 40 mins followed by forskolin addition measured after 30 mins by Alphascreen assay,Nc1sc(-c2ccc(C(=O)NCCCCCCNc3ncnc4c3ncn4[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)cc2)cc1C(=O)c1ccccc1,RSKKOALBKRBUAX-QMEWKUSNSA-N,CC(CCCCCCCCC1CCCC2C(C3CCCC3)CCC12)C1CCC(C2CCC(C(C)C3CCCCC3)C2)CC1,False,,2,10,,,,,,
CHEMBL431770,ISTRADEFYLLINE,antagonist,medium,3,2,1,CHEMBL2384072,CHEMBL2380258,IC50,Antagonist activity at recombinant human adenosine A2A receptor expressed in CHO cells assessed as inhibition of NECA-induced cAMP production after 60 mins,CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,IQVRBWUUXZMOPW-PKNBQFBNSA-N,CC1CC(C)C2CC(CCC3CCCCC3)CC2C1,True,,2,11,,,,,,
CHEMBL2024116,CHEMBL2024116,antagonist,medium,2,2,1,CHEMBL4701050,CHEMBL4699449,IC50,Antagonist activity at human adenosine 2A receptor expressed in CHO-K1 cells assessed as reduction in cAMP level in presence of 10 uM adenosine by fluorescent Assay,Cc1cc(-c2nnc(N)nc2-c2ccc(F)cc2)cc(C)n1,NEYZTILMBRSITP-UHFFFAOYSA-N,C1CCC(C2CCCCC2C2CCCCC2)CC1,True,,2,12,,,,,,
CHEMBL2382434,CHEMBL2382434,antagonist,medium,2,2,1,CHEMBL2382682,CHEMBL2380255,Activity,Antagonist activity at human adenosine A2A receptor expressed in CHO cells assessed as decrease in NECA-induced cAMP accumulation up to 20 uM incubated for 10 mins followed by NECA induction for 15 mins measured after 60 mins by liquid scintillation counting analysis in presence of [3H]cAMP,O=C(CCCc1ccccc1)Nc1nc2ccccc2c(=O)s1,QMBOZLGNPMVERZ-UHFFFAOYSA-N,CC(CCCC1CCCCC1)CC1CC(C)C2CCCCC2C1,True,,2,13,,,,,,
CHEMBL4078771,CHEMBL4078771,agonist,medium,3,3,1,CHEMBL4048590,CHEMBL4043287,EC50,Agonist activity at human A2A-AR expressed in FlpIn-CHO cells assessed as inhibition of forskolin-stimulated cAMP accumulation preincubated for 40 mins followed by forskolin addition measured after 30 mins by Alphascreen assay,O=C(NCCCCCCNc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O)c1cccc(-c2cc(C(=O)c3ccccc3)cs2)c1,VNLXNZKBNFBWLX-DBBYQSBISA-N,CC(CCCCCCCCC1CCCC2C(C3CCCC3)CCC12)C1CCCC(C2CCC(C(C)C3CCCCC3)C2)C1,False,,2,14,,,,,,
CHEMBL3827859,CHEMBL3827859,antagonist,medium,2,2,1,CHEMBL3831106,CHEMBL3826885,EC50,Antagonist activity at human adenosine receptor A2a expressed in CHO cell membranes assessed as inhibition of NECA-induced cAMP accumulation measured as NECA EC50 at 5 uM incubated for 15 mins in presence of [3H]cAMP by liquid scintillation counting (Rvb = 68 nM),CCN(CC)CCOc1ccc(CCN2CCCn3c2nc2c3c(=O)n(C)c(=O)n2C)cc1,LKZCACKRMPMZHI-UHFFFAOYSA-N,CC1CC(C)C2C(C1)CC1C(CCC3CCCCC3)CCCC12,True,,2,15,,,,,,
CHEMBL3904408,CHEMBL3904408,antagonist,medium,2,2,1,CHEMBL3878910,CHEMBL3877301,IC50,Antagonist activity against human adenosine A2A receptor expressed in CHO cells assessed as inhibition of CGS21680-stimulated cAMP accumulation measured after 150 mins in presence of [3H]cAMP by scintillation counting method,COc1cccc(CNc2nc(N)c3nc(-c4ccco4)sc3n2)c1,MKZQUSYQWOCDQS-UHFFFAOYSA-N,C1CCC(CCC2CCC3CC(C4CCCC4)CC3C2)CC1,True,,2,16,,,,,,
CHEMBL4081224,CHEMBL4081224,agonist,medium,3,3,1,CHEMBL4048590,CHEMBL4043287,EC50,Agonist activity at human A2A-AR expressed in FlpIn-CHO cells assessed as inhibition of forskolin-stimulated cAMP accumulation preincubated for 40 mins followed by forskolin addition measured after 30 mins by Alphascreen assay,Nc1cc(-c2cccc(C(F)(F)F)c2)c(-c2ccc(C(=O)NCCCCCCNc3ncnc4c3ncn4[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)cc2)s1,LYERBOIYNGNNDJ-PAGZJXIJSA-N,CC(CCCCCCCCC1CCCC2C(C3CCCC3)CCC12)C1CCC(C2CCCC2C2CCCCC2)CC1,False,,2,17,,,,,,
CHEMBL4125975,CHEMBL4125975,antagonist,medium,2,2,1,CHEMBL4124843,CHEMBL4118252,IC50,Antagonist activity at human A2A adenosine receptor expressed in CHO cells assessed as inhibition of CGS21680-stimulated cAMP level after 30 mins by Alphascreen assay,Nc1nc(NCc2cccs2)nc2sc(-c3ccccc3)nc12,LSZKDONVLXWTJB-UHFFFAOYSA-N,C1CCC(C2CC3CCC(CCC4CCCC4)CC3C2)CC1,True,,2,18,,,,,,
CHEMBL4126427,CHEMBL4126427,antagonist,medium,2,2,1,CHEMBL4124843,CHEMBL4118252,IC50,Antagonist activity at human A2A adenosine receptor expressed in CHO cells assessed as inhibition of CGS21680-stimulated cAMP level after 30 mins by Alphascreen assay,Cc1nc2c(N)nc(NCCc3cccs3)nc2s1,MCEXUYHFWKYLLR-UHFFFAOYSA-N,C1CCC(CCCC2CCC3CCCC3C2)C1,True,,2,19,,,,,,
CHEMBL4086624,CHEMBL4086624,agonist,medium,3,3,1,CHEMBL4048590,CHEMBL4043287,EC50,Agonist activity at human A2A-AR expressed in FlpIn-CHO cells assessed as inhibition of forskolin-stimulated cAMP accumulation preincubated for 40 mins followed by forskolin addition measured after 30 mins by Alphascreen assay,O=C(NCCCCCCNc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O)c1cccc(-c2cccs2)c1,YABCZTCFQUWVEM-CPLTYXLBSA-N,CC(CCCCCCCCC1CCCC2C(C3CCCC3)CCC12)C1CCCC(C2CCCC2)C1,False,,2,20,,,,,,
CHEMBL4127213,CHEMBL4127213,antagonist,medium,2,2,1,CHEMBL4124843,CHEMBL4118252,IC50,Antagonist activity at human A2A adenosine receptor expressed in CHO cells assessed as inhibition of CGS21680-stimulated cAMP level after 30 mins by Alphascreen assay,COc1ccccc1CNc1nc(N)c2nc(-c3ccccc3)sc2n1,REDHRMQBZHBARB-UHFFFAOYSA-N,C1CCC(CCC2CCC3CC(C4CCCCC4)CC3C2)CC1,True,,2,21,,,,,,
CHEMBL5407903,CHEMBL5407903,antagonist,medium,2,2,1,CHEMBL5383591,CHEMBL5380829,Activity,Antagonist activity at human adenosine A2A receptor expressed in HEK293 cells assessed as inhibition of NECA-induced cAMP accumulation at 1 uM pretreated for 30 mins followed by NECA induction by GloSensor assay relative to control,Cc1c(C#N)cccc1-c1cc(-c2ccc(=O)n(CCc3ccccn3)c2)nc(N)n1,NCDMZEFGSLFZTJ-UHFFFAOYSA-N,CC1CCC(C2CCCC(C3CCCCC3)C2)CC1CCC1CCCCC1,True,,2,22,,,,,,
CHEMBL5410497,CHEMBL5410497,antagonist,medium,2,2,1,CHEMBL5383591,CHEMBL5380829,Activity,Antagonist activity at human adenosine A2A receptor expressed in HEK293 cells assessed as inhibition of NECA-induced cAMP accumulation at 1 uM pretreated for 30 mins followed by NECA induction by GloSensor assay relative to control,Cc1ccc(-c2cc(-c3ccn(Cc4ccccc4)c(=O)c3)nc(N)n2)o1,IBEKCGKCOQKOJV-UHFFFAOYSA-N,CC1CC(C2CCCC(C3CCCC3)C2)CCC1CC1CCCCC1,True,,2,23,,,,,,
CHEMBL4101850,CHEMBL4101850,agonist,medium,3,3,1,CHEMBL4048590,CHEMBL4043287,EC50,Agonist activity at human A2A-AR expressed in FlpIn-CHO cells assessed as inhibition of forskolin-stimulated cAMP accumulation preincubated for 40 mins followed by forskolin addition measured after 30 mins by Alphascreen assay,Nc1sc(-c2cccc(C(=O)NCCCCCCNc3ncnc4c3ncn4[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2)c(-c2cccc(C(F)(F)F)c2)c1C(=O)c1ccccc1,KMONYHYNVWVKIZ-IYRWRCLLSA-N,CC(CCCCCCCCC1CCCC2C(C3CCCC3)CCC12)C1CCCC(C2CCC(C(C)C3CCCCC3)C2C2CCCCC2)C1,False,,2,24,,,,,,
CHEMBL5425820,CHEMBL5425820,antagonist,medium,2,2,1,CHEMBL5383591,CHEMBL5380829,Activity,Antagonist activity at human adenosine A2A receptor expressed in HEK293 cells assessed as inhibition of NECA-induced cAMP accumulation at 1 uM pretreated for 30 mins followed by NECA induction by GloSensor assay relative to control,Cc1c(C#N)cccc1-c1cc(-c2ccc(=O)n(Cc3ccccc3)c2)nc(N)n1,MDYUIWQHXQGOOU-UHFFFAOYSA-N,CC1CCC(C2CCCC(C3CCCCC3)C2)CC1CC1CCCCC1,True,,2,25,,,,,,
CHEMBL5556919,CHEMBL5556919,antagonist,medium,2,2,1,CHEMBL5517161,CHEMBL5512687,Inhibition,Antagonist activity at human adenosine A2A receptor expressed in CHO cells assessed as inhibition of NECA-induced cAMP production at 10 uM pre-incubated for 15 mins by cAMP Biotrak Enzymeimmunoassay relative to control,CCCCC#Cc1nc2c(N)nc(-c3ccco3)nc2n1[C@@H]1OC[C@@H](O)[C@H]1O,MYHYECFOCSQRBC-PRIMNGNOSA-N,C1CCC(C2CCC3CCC(C4CCCC4)C3C2)C1,True,,2,26,,,,,,
CHEMBL2070507,CHEMBL2070507,agonist,medium,2,2,1,CHEMBL2072287,CHEMBL2069206,EC50,Agonist activity at human A2A adenosine receptor expressed in CHO cells assessed as stimulation of forskolin-induced cAMP accumulation after 30 mins,Nc1ncnc2c1ncn2[C@@H]1O[C@H](C(=O)NC2CCC2)[C@@H](O)[C@H]1O,CGYRWWMWNACLSU-AEISUSGSSA-N,CC(CC1CCC1)C1CCC(C2CCC3CCCCC32)C1,True,,2,27,,,,,,
CHEMBL555958,CHEMBL555958,antagonist,medium,2,2,1,CHEMBL1062522,CHEMBL1153525,Activity,Antagonist activity at human A2aR expressed in HEK293 cells assessed as cAMP accumulation at 10 uM,CCCN(CCc1ccc(NC(=O)CCC(N)C(=O)NCCCCC(NC(=O)CCC(=O)NCCOCCOCCNC(=O)C(CCCCNC(=O)C(N)CCCCNC(=O)COc2ccc(-c3nc4c([nH]3)c(=O)n(CCC)c(=O)n4CCC)cc2)NC(C)=O)C(N)=O)cc1)C1CCc2c(O)cccc2C1,QWZWDTPIAMJTPE-UHFFFAOYSA-N,CC(CCCCCCCCCCC(C)CCC(C)CCCCCCCC(C)CCCC(C)CC1CCC(CCCC2CCC3CCCCC3C2)CC1)CCCCCCC(C)CCCCCCC(C)CCC1CCC(C2CC3CC(C)CC(C)C3C2)CC1,False,,2,28,,,,,,
CHEMBL5561038,CHEMBL5561038,antagonist,medium,2,2,1,CHEMBL5517161,CHEMBL5512687,Inhibition,Antagonist activity at human adenosine A2A receptor expressed in CHO cells assessed as inhibition of NECA-induced cAMP production at 10 uM pre-incubated for 15 mins by cAMP Biotrak Enzymeimmunoassay relative to control,CCCCC#Cc1nc2c(N)nc(-c3ccco3)nc2[nH]1,CUXKGZJSDUHGOJ-UHFFFAOYSA-N,C1CCC(C2CCC3CCCC3C2)C1,True,,2,29,,,,,,
CHEMBL5619272,CHEMBL5619272,antagonist,medium,2,2,1,CHEMBL5616314,CHEMBL5614411,EC50,Antagonist activity at human Adenosine receptor A2a transfected in HEK293 cells co-expressing CRE-luciferase plasmid assessed as reduction in CRE promoter activity by measuring effective concentration incubated for 18 hrs by luciferase based CRE reporter assay,CNc1nc(C#Cc2ccccc2)nc2c1ncn2COCc1ccccc1,OCWXHAVOVZQLIR-UHFFFAOYSA-N,C1CCC(CCCC2CCC3CCC(CCC4CCCCC4)CC23)CC1,True,,2,30,,,,,,
