review_record_id,candidate_id,standardized_inchikey,generic_murcko_scaffold_smiles,scaffold_member_count,scaffold_composition,evidence_quality,pass_1_status,source_prediction_status,model_id,prediction_pbind_ki,interval_lower_90,interval_upper_90,threshold_pbind_ki,threshold_provenance_status,interval_eligibility,applicability_status,nearest_neighbor_similarity,descriptor_distance,deterministic_review_eligibility,eligibility_reasons,human_disposition_status,human_decision,human_reviewer,human_notes
URQ-6cf298a657555acc,BDB-50262150,CQNPTEQAAAOVKX-MRXNPFEDSA-N,C1CCC(CC2CCCC2CCC2CCC3CC(C4CCCC4)CC3C2)CC1,1,singleton,primary_metadata_requires_fulltext,metadata_pass_needs_fulltext,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-a7db63fe7f774904,BDB-50262266,BSDPUVBSSGQTGP-UHFFFAOYSA-N,C1CCC(C2CCCC(C3CCC4CCCC4C3)C2)C1,1,singleton,primary_metadata_requires_fulltext,metadata_pass_needs_fulltext,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-7e89447813d00da5,BDB-50264171,ZGLFUGCOCLZCQG-XWAOVWAASA-N,C1CCC(C2CC2CC2CCCC3C2CCC3C2CCC3CC32)CC1,1,singleton,source_fulltext_ready,metadata_pass_fulltext_ready,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-92c81cc51e850963,BDB-50264831,OLHVMYLPYPPJJK-UHFFFAOYSA-N,CC(CC1CCCCC1)CC1CCC(CC2CC(C3CCCCC3)CC3C(CC4CCCCC4)CCC23)CC1,1,singleton,quarantined_nonprimary_source,quarantine_nonprimary_source,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-de3fa120e43c9d24,BDB-50266022,ORZFUSWWXUVGND-UHFFFAOYSA-N,CC(C1CCCCC1)C1CC(CCCC2CCC3CCCC3C2)CC1C1CCCC1,1,singleton,primary_metadata_requires_fulltext,metadata_pass_needs_fulltext,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-162cf5ed4760a8e3,BDB-50266052,VZEXLUMZSFKUJP-UHFFFAOYSA-N,CC(C1CCCCC1)C1CC(CCCCC2CCCCC2)CC1C1CCCC1,1,singleton,primary_metadata_requires_fulltext,metadata_pass_needs_fulltext,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-f37307616cff923a,BDB-50266084,UXTNNVIYBQKXOL-UHFFFAOYSA-N,CC(C1CCCCC1)C1CC(C(CC2CCCCC2)CC2CCCC2)CC1C1CCCC1,1,singleton,primary_metadata_requires_fulltext,metadata_pass_needs_fulltext,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-e0f770c4d78ed77b,BDB-50267396,JCAVHDDDZIXFHB-NNBIHLJJSA-N,C1CCC(C2CCC3C(CC4CC5CCC4C5)CCCC23)C1,1,singleton,primary_metadata_requires_fulltext,metadata_pass_needs_fulltext,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-a5125a5b2861829e,BDB-50268211,LKQSGKOYMDGWTQ-UHFFFAOYSA-N,CC1CC(C)C2CC(C3CCC(C(C)(C)C4CCC(CC5CCC6CCCC6C5)CC4)CC3)CC2C1,1,singleton,primary_metadata_requires_fulltext,metadata_pass_needs_fulltext,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-058f5cf3713cb1b4,BDB-50268247,UOSGXUGKZYRNKU-UHFFFAOYSA-N,CC1CC(C)C2CC(C3CCC(C(C)(C)C4CCC(CCC5CCCCC5)CC4)CC3)CC2C1,1,singleton,primary_metadata_requires_fulltext,metadata_pass_needs_fulltext,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-5988b2d241e2581c,BDB-50271536,VIBOPLGOAIYGMR-UHFFFAOYSA-N,CC(CCC1CCCCC1)CC1CC2CCCCC2C2C(C)C(C3CCCCC3)CC12,1,singleton,primary_metadata_requires_fulltext,metadata_pass_needs_fulltext,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-c67a0028f06830a8,BDB-50271642,AUQHNAQGJBULMA-UHFFFAOYSA-N,CC1CCC(C2CCCC2)C2CCCC12,1,singleton,quarantined_target_not_supported,quarantine_target_not_supported,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-2147b0ec7cc39ba2,BDB-50274074,DKRKGVPEEBGRFA-JTQLQIEISA-N,CC1CCC2CCC(CC3CCCC4C5CCCCC5CC34)CC2C1,1,singleton,source_fulltext_ready,metadata_pass_fulltext_ready,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-cea95dc4e808d225,BDB-50275637,JXMVGWKOLQYAPP-UHFFFAOYSA-N,C1CCC(CC2CCC3CCCC3C2)CC1,1,singleton,primary_metadata_requires_fulltext,metadata_pass_needs_fulltext,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-a4e57aa9c9997719,BDB-50275669,FAQMPXZLGHDHHK-UHFFFAOYSA-N,C1CCC(CCC2CCC3CCCC3C2)C1,1,singleton,primary_metadata_requires_fulltext,metadata_pass_needs_fulltext,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-a1c7f7ad69a8de73,BDB-50275914,HQGPRKKHKJMXJP-HXUWFJFHSA-N,C1CCC(CCC2CCCC(C3CCCC(C4CCCC4)C3)C2)C1,1,singleton,endpoint_resolution_required,metadata_pass_requires_endpoint_resolution,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-535ea496c40b8135,BDB-50298497,GIZJFZFSTGLKAS-UHFFFAOYSA-N,CC(CCC1CCCCC1)CC1CC2CCCC2C2CC(C3CCCC3)CC12,1,singleton,primary_metadata_requires_fulltext,metadata_pass_needs_fulltext,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-0e4b86d27e3c90e3,BDB-50298515,DQISRGLAFBOHSH-UHFFFAOYSA-N,CC(CC1CC2CC(CCCC3CCCCC3)CC2C2CC(C3CCCC3)CC12)C(C1CCCCC1)C1CCCCC1,1,singleton,primary_metadata_requires_fulltext,metadata_pass_needs_fulltext,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-9ae9735058630cc0,BDB-50298523,KASKCLZTEOJTOF-UHFFFAOYSA-N,CC(CC1CCCCC1)CC1CC2CCCC2C2CC(C3CCCC3)CC12,1,singleton,primary_metadata_requires_fulltext,metadata_pass_needs_fulltext,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-381f715265455c28,BDB-50298541,AZLDXOUTWIDEOW-UHFFFAOYSA-N,CC(CC1CCCC1)CC1CC2CC(CCC3CCCCC3)CC2C2CC(C3CCCC3)CC12,1,singleton,primary_metadata_requires_fulltext,metadata_pass_needs_fulltext,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-2550d63e1cf41eb9,BDB-50298553,LWYRFEDQIGXNNB-UHFFFAOYSA-N,CC(CC1CC2CC(CCC3CCCCC3)CC2C2CC(C3CCCC3)CC12)C(C1CCCCC1)C1CCCCC1,1,singleton,primary_metadata_requires_fulltext,metadata_pass_needs_fulltext,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-f8d11229ffff1dd9,BDB-50306777,IWDKSIOHIYCOBV-UHFFFAOYSA-N,CC(CC1CCCC1)C1CC2CC3CCCC(C)C3CC2C1,1,singleton,source_fulltext_ready,metadata_pass_fulltext_ready,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-12617c7d7ccd9bd9,BDB-50306787,GHCCRBAXZVOAEU-UHFFFAOYSA-N,CC1CC(CC2CCCCC2)C(C)C2CCCCC12,1,singleton,source_fulltext_ready,metadata_pass_fulltext_ready,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-fb82eebef3660c97,BDB-50306789,LYSQKWDUPSIMCD-UHFFFAOYSA-N,CC1CC2(CCCCC2)C(C)C1CC1CCCC(CC2CCCCC2)C1,1,singleton,source_fulltext_ready,metadata_pass_fulltext_ready,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-bb1ffe6b97ddb560,BDB-50306792,CWYUCBLNLMTDMO-UHFFFAOYSA-N,C1CCC(CC2CCCCC2)CC1,1,singleton,source_fulltext_ready,metadata_pass_fulltext_ready,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-9b4648e9f0b90d0b,BDB-50309781,IMOUNXQRZGLBSG-DYHDFLJKSA-N,C1CCC(CCC2CC(CCCCCCC3CCC(C45CC6CC(CC(C6)C4)C5)C3)CC3C2CCC3C2CCC3CC32)CC1,1,singleton,source_fulltext_ready,metadata_pass_fulltext_ready,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-b957aeacb27ceab2,BDB-50312947,RWRIELQWXMXMNH-UHFFFAOYSA-N,CC(CC1CCCC(C2CCCC2)C1)C1CC1,1,singleton,quarantined_target_not_supported,quarantine_target_not_supported,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-88a98d4f573e0b6e,BDB-50313075,FUZVDFCUPYVIEA-UHFFFAOYSA-N,C1CCC(C2CC3CCCC3CC2C2CCCC2)CC1,1,singleton,quarantined_target_not_supported,quarantine_target_not_supported,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-55b3831e1932ca8e,BDB-50313077,OWBPIGOKYQPEBA-UHFFFAOYSA-N,CC1CC2CC(C3CCCCC3)C(C3CCCC3)CC2C1,1,singleton,quarantined_target_not_supported,quarantine_target_not_supported,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-151eb4dbe7fe77c2,BDB-50315633,UDLCSCAETZRITG-UHFFFAOYSA-N,CC(CC1CC2CCCC2C2CC(C3CCCCC3)CC12)C1CCCCC1,1,singleton,primary_metadata_requires_fulltext,metadata_pass_needs_fulltext,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-adab58ec25d27345,BDB-50318250,QGDVJEIIAUKMBX-UHFFFAOYSA-N,CC1CC(CC2CCCCC2)CC(C2CCCCC2)C1,1,singleton,source_fulltext_ready,metadata_pass_fulltext_ready,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-467152dfc306712e,BDB-50318270,ACNFYYUXBQGWQL-UHFFFAOYSA-N,CC(CC1CC(C2CCCCC2)CC2CC(CC3CCCCC3)CC21)C1CCCCC1,1,singleton,primary_metadata_requires_fulltext,metadata_pass_needs_fulltext,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-73c745693c34c05d,BDB-50318286,GNLKLLHCPPYDLC-UHFFFAOYSA-N,CC(CC1CCCC2CC(CC3CCCCC3)CC21)C1CCCCC1,1,singleton,primary_metadata_requires_fulltext,metadata_pass_needs_fulltext,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-0ed3712d73755f5e,BDB-50324969,GQUGZFLBFPOQQC-UHFFFAOYSA-N,CC(CC1CCC(C2CCCCC2)C1)C1CCCC1,1,singleton,endpoint_resolution_required,metadata_pass_requires_endpoint_resolution,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-8d4894310c390261,BDB-50331936,IXGGHXNKNILFJL-UHFFFAOYSA-N,CC(CCC1CCCCC1)CCC1CCC2CC(C)C(C3CCCC3)CC2C1,1,singleton,quarantined_target_not_supported,quarantine_target_not_supported,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-1df154a712b3ab11,BDB-50336986,UEBJAZCBAZVERF-UHFFFAOYSA-N,CC(CC1CCC(C2CCCCC2)C(C2CCCC2)C1)C1CCCC1,1,singleton,quarantined_target_not_supported,quarantine_target_not_supported,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-aee06fae1aea6d06,BDB-50336988,QGEFGRKOALZSHD-UHFFFAOYSA-N,CC(CC1CCCC1)CC1CCC(C2CCCCC2)C(C2CCCC2)C1,1,singleton,quarantined_target_not_supported,quarantine_target_not_supported,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-007a264a0df968db,BDB-50341188,SNJRGPSAULQWEJ-UHFFFAOYSA-N,CC(CC1CC2CCCCC2C1)C1CCC(C2CCCCC2)CC1,1,singleton,endpoint_resolution_required,metadata_pass_requires_endpoint_resolution,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-1736dca1b15f122e,BDB-50341191,NCWRSHWNMYHJMN-AEFFLSMTSA-N,CC(CC1CCC(C(C)CC2CC3CCCCC3C2)C1)C1CCCCC1,1,singleton,endpoint_resolution_required,metadata_pass_requires_endpoint_resolution,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-78bcdc1b0022e710,BDB-50341193,OMVHCFMRXIFNMI-UHFFFAOYSA-N,CC(CC1CC2CCCCC2C1)C1CCC(CC2CCCCC2)CC1,1,singleton,endpoint_resolution_required,metadata_pass_requires_endpoint_resolution,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-4c2f8ddb3b2067c4,BDB-50342519,HHKJUHAIZLHJQI-UHFFFAOYSA-N,CC(CCCCC(C)C1CCC(C2C3CCCCC3CC3CC(C)CCC32)CC1)CCC1CCC(CCCC2CCC3C2CCC2CC(C4CCCC4)CC23)CC1,1,singleton,source_fulltext_ready,metadata_pass_fulltext_ready,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-beec369676d133e6,BDB-50343135,UMYJKAPQXPVTEH-UHFFFAOYSA-N,CC(CC1CCCCC1)CC1CC2CC(CCC3CCCCC3)CC2C2CC(C3CCCCC3)CC12,1,singleton,primary_metadata_requires_fulltext,metadata_pass_needs_fulltext,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-28e9d1307fa4b1ef,BDB-50346909,BTNNZWURLUOUIL-UHFFFAOYSA-N,C1CCC(CCC2CCCC3C4CCCC4CCC23)CC1,1,singleton,primary_metadata_requires_fulltext,metadata_pass_needs_fulltext,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-2a4648e1ae4bc0ab,BDB-50360187,JJJCYECCFBECJK-UHFFFAOYSA-N,CC(C1CCC(C2CCC3CC(C4CCCC4)CC3C2)CC1)C(C1CCCCC1)C1CCCCC1,1,singleton,primary_metadata_requires_fulltext,metadata_pass_needs_fulltext,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-ec59efd7c219d236,BDB-50360193,HZRPPZVAFJLQIQ-UHFFFAOYSA-N,CC1CC(CC(C)C2CCCCC2)C2CC(C3CCCC3)CC2C1,1,singleton,primary_metadata_requires_fulltext,metadata_pass_needs_fulltext,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-e65411e5a9bb2e38,BDB-50360209,CKNQBBJKRSXMPU-UHFFFAOYSA-N,CC(CC1CCCCC1)C1CCC(C2CCC3CC(C4CCCC4)CC3C2)CC1,1,singleton,primary_metadata_requires_fulltext,metadata_pass_needs_fulltext,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-b189c8b3939524d0,BDB-50361327,SLRFMWZADWPTCV-UHFFFAOYSA-N,C1CCC(CCC2CCC3CCC4CC(C5CCCC5)CC4C23)CC1,1,singleton,primary_metadata_requires_fulltext,metadata_pass_needs_fulltext,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-c21608d4b55402d1,BDB-50364064,DNPNXAXAKNFJDD-GFOALDQYSA-N,C1CCC(CCCC2CCCC3C(C4CCCC4)CCC23)C1,1,singleton,source_fulltext_ready,metadata_pass_fulltext_ready,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-0353481fda523754,BDB-50366686,VRKBZQOPVJHRLW-VFIQZALSSA-N,CC(CCC1CC2CCCCC2C1C1CCCC1)C1CCCCC1,1,singleton,primary_metadata_requires_fulltext,metadata_pass_needs_fulltext,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-2cc4447cdfadea71,BDB-50366767,JEXFNNUDLKOIMC-UHFFFAOYSA-N,C(CCCCC1CCCC2C(C3CCCC3)CCC12)CCCC1CCCC2CCCC12,1,singleton,quarantined_target_not_supported,quarantine_target_not_supported,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-cc7a298161971e23,BDB-50375482,JBNQXRACQBYPQU-UHFFFAOYSA-N,CC(CC1CC(C2CCCCC2)CC(C2CCC3CCCC3C2)C1)C1CC1,1,singleton,primary_metadata_requires_fulltext,metadata_pass_needs_fulltext,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-51c08ad72cfab6ba,BDB-50375483,VSEANJMMULLJNQ-UHFFFAOYSA-N,C1CCC(C2CCCC(C3CCC4CCCC4C3)C2)CC1,1,singleton,primary_metadata_requires_fulltext,metadata_pass_needs_fulltext,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-68a193efecd23c70,BDB-50376934,AYTIQMDUSGIKIT-FTBITJBVSA-N,CC(CCC1CCC(CC2CC(CCCC3CCC4CCCCC43)CC3C(C4CCCC4)CCC23)CC1)CC1CCCCC1,1,singleton,quarantined_target_not_supported,quarantine_target_not_supported,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-a16e9245a3860003,BDB-50376937,VZYBYMUZWCFKQU-UHFFFAOYSA-N,CC1CC(C)C2CC(C3CCC(CC4CCC(C5CCCCC5)C4)C3)CC2C1,1,singleton,quarantined_target_not_supported,quarantine_target_not_supported,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-4f8f53509b0755c3,BDB-50377454,XEEQGYMUWCZPDN-IUODEOHRSA-N,C1CCC(CC2CCCC3CCCCC32)CC1,1,singleton,endpoint_resolution_required,metadata_pass_requires_endpoint_resolution,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-7f0e43c32f48eea6,BDB-50377544,CECMCHUAHZIDKZ-UHFFFAOYSA-N,C1CCC(CCCC2CCC3C(C4CCCC4)CCCC23)CC1,1,singleton,endpoint_resolution_required,metadata_pass_requires_endpoint_resolution,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-dd5789a5ea7cf90f,BDB-50377546,PDHBEXZQMIJQMS-UHFFFAOYSA-N,C1CCC(CC2CCC3C(C4CCCC4)CCCC23)C1,1,singleton,endpoint_resolution_required,metadata_pass_requires_endpoint_resolution,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-aeba770d0f8a4045,BDB-50377555,MNONTGDJIJLFPU-UHFFFAOYSA-N,CC(CCC1CCCCC1)C1CCC2C(C3CCCCC3)CCCC12,1,singleton,endpoint_resolution_required,metadata_pass_requires_endpoint_resolution,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-8f5d9c8da9d76e06,BDB-50377566,FXGWAOVZUWGRNJ-UHFFFAOYSA-N,CC(CCC1CCCCC1)C1CCC2C(C3CCCC3)CCCC12,1,singleton,endpoint_resolution_required,metadata_pass_requires_endpoint_resolution,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-e685ebfc15adc5cf,BDB-50379111,KPGIVUGNOFGZRD-FFVUVFKMSA-N,C1CC(CC2CCCC3C2CCC3C2CCC3CC32)C1,1,singleton,quarantined_target_not_supported,quarantine_target_not_supported,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-f588dac6f75514c3,BDB-50382977,XEPILNOUAKDUOM-UHFFFAOYSA-N,CC1C2CCCC2CC2CCC(CC3CCCCC3)CC21,1,singleton,source_fulltext_ready,metadata_pass_fulltext_ready,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-37c8d33066ebfbc6,BDB-50382979,GCRYBPRWBPKFMF-UHFFFAOYSA-N,C1CCC(CC2CCC(CC3CCCC4CCCCC43)C2)CC1,1,singleton,source_fulltext_ready,metadata_pass_fulltext_ready,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-9275d45881c36089,BDB-50382982,YNSVRVIBICMHME-UHFFFAOYSA-N,CC(CCCC1CCCCC1)C1CC(C)C(C2CCCCC2)C1,1,singleton,source_fulltext_ready,metadata_pass_fulltext_ready,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-7b0d3589284c2ccd,BDB-50382986,WGFLLKYIRNKGKW-UHFFFAOYSA-N,C1CCC(C2CCCC(C3CCCC(C4CCCCC4)C3)C2)CC1,1,singleton,source_fulltext_ready,metadata_pass_fulltext_ready,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
URQ-e0ba86ce9a63f8f6,BDB-50382989,UKVAEISSAVZLLZ-UHFFFAOYSA-N,C1CCC(C2CCCC3CC(C4CC5CCCCC5C4)CC32)CC1,1,singleton,source_fulltext_ready,metadata_pass_fulltext_ready,unavailable_or_rejected,,,,,,missing_or_rejected,not_assessed,not_assessed,,,blocked_missing_validated_prediction,validated_prediction_and_interval_unavailable,not_started_upstream_blocked,,,
